"","Regen_Plot","ID","Fire","Date","Observers","Year.of.Fire","Photos","Datum","Easting","Northing","aspect","slope","parent1","parent2","BARE","ROCK","VEG..BASAL..10.","LITT","CWD","SHRUB","FORBE","GRASS","HARDWOOD","CONIFER","DEAD_OCC","LIVE_OCC","CALVEG_OBS","FIRE_SEV","HIST1","HIST2","HIST3","DUFF_cm","LITT_cm","BA_total_count","BA_live_count","BA_dead_count","NOTES","HERBS","UNDERSTORY.VEG","TREE_live.only","BAF","BA.Total1","BA.Live1","BA.Dead1","dominant_shrub_ht_cm","seed_tree_distance_general","fire.prefix","seed_tree_distance_conifer","seed_tree_distance_hardwood","seed_wall_distance","dominant_tree_1","dominant_tree_2","dominant_tree_3","fire_killed_trees_2.15","fire_killed_trees_15.30","fire_killed_trees_30.45","fire_killed_trees_45.60","fire_killed_trees_60.","dominant_shrub_1","dominant_shrub_2","new_or_revisit","burn_or_control","revisit_relocated_precisely","entered_by","entered_on","CGA","ExistVeg","dominant_shrub_3","x","y","optional","rel_yrs","plant_yrs","salv_yrs","survey_year","survey.years.post","released","salvaged","planted","managed"
"248","PNT1000068","724","PENDOLA","8/19/2010 0:00:00","BL, DS",1999,NA,"WGS84 UTM zone 10",663459.21,4368937.55,"208","44","granite",NA,"10","0","2","85","3","40","3","20","30","3","0.5","25","1","2",NA,"NA","NA","0.1","1.5","6","4","2","moved plot approx 10 m @ 340 degrees due to impassible TODI.","NA","NA","NA","20","120","80","40","200","4.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",663459.21,4368937.55,"TRUE","2005, 2003","2002","",2010,11,1,0,1,1
"249","PNT1000071","723","PENDOLA","8/18/2010 0:00:00","BL, DS",1999,NA,"WGS84 UTM zone 10",661855.08,4369072.19,"222","30","granite",NA,"30","0","4","61","5","75","0.5","0.5","30","0","0","15","1","4",NA,"NA","NA","0.3","1.5","0","0","0",NA,"NA","NA","NA","20","0","0","0","80","18.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",661855.08,4369072.19,"TRUE","2001, 2004, 2002","2001","",2010,11,1,0,1,1
"250","PNT1000072","729","PENDOLA","8/17/2010 0:00:00","GB, AJ, KS-B",1999,NA,"WGS84 UTM zone 10",662059.74,4369104.96,"227","35","granite",NA,"10","0","3","79","8","48","0.5","40","15","0","0","0","1","5",NA,"NA","NA","0","1.5","0","0","0",NA,"NA","NA","NA","20","0","0","0","250","100","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662059.74,4369104.96,"TRUE","2001, 2004, 2002","2001","",2010,11,1,0,1,1
"251","PNT1000074","1134","PENDOLA","8/18/2010 0:00:00","GB, AJ, KS",1999,NA,"WGS84 UTM zone 10",662448.66,4369088.8,"175","57","granite",NA,"15","0","4","71","10","65","0","0.5","45","0","1","0","1","5",NA,"NA","NA","0.1","3","1","0","1",NA,"NA","NA","NA","20","20","0","20","400","30","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662448.66,4369088.8,"TRUE","2001, 2004, 2002","2001","",2010,11,1,0,1,1
"252","PNT1000075","798","PENDOLA","6/30/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662653.7,4369093.6,"208","40","GRANITE",NA,"5","0","1","84","10","28","0.5","0.5","35","0.5","0.5","6","1","5",NA,"NA","NA","0.6","3.5","0","0","0",NA,"NA","NA","NA","20","0","0","0","250","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662653.7,4369093.6,"TRUE","2001, 2004, 2002","2001","",2010,11,1,0,1,1
"253","PNT1000076","766","PENDOLA","8/17/2010 0:00:00","BL, GB, DS, KS, AJ",1999,NA,"WGS84 UTM zone 10",662848.06,4369104.72,"150","52","GRANITE",NA,"10","0","3","75","12","30","3","4","35","3","2","7","1","4",NA,"NA","NA","0.1","2","2","1","1",NA,"NA","NA","NA","20","40","20","20","200","5.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662848.06,4369104.72,"TRUE","2005","2002","",2010,11,1,0,1,1
"254","PNT1000077","727","PENDOLA","8/18/2010 0:00:00","GB, KS-B, AJ",1999,NA,"WGS84 UTM zone 10",663063.89,4369115.33,"224","32","granite",NA,"3","0","7","80","10","25","2","6","35","30","1","30","1","3",NA,"NA","NA","3","4","1","1","0",NA,"NA","NA","NA","20","20","20","0","200","2.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",663063.89,4369115.33,"TRUE","2005","2002","",2010,11,1,0,1,1
"255","PNT1000078","769","PENDOLA","7/8/2010 0:00:00","BL, KW, GB",1999,NA,"WGS84 UTM zone 10",663261.31,4369120.6,"262","91","GRANITE",NA,"30","0","3","60","7","26","0.5","1","45","25","0.5","5","1","4",NA,"NA","NA","0","1.5","4","3","1",NA,"NA","NA","NA","20","80","60","20","200","4.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",663261.31,4369120.6,"TRUE","2005","2002","",2010,11,1,0,1,1
"256","PNT1000079","778","PENDOLA","7/14/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",663450.48,4369128.07,"236","31","GRANITE",NA,"31","0","1","60","8","60","0.5","6","10","2","0","1","1","5",NA,"NA","NA","0.1","1.5","1","0","1",NA,"NA","NA","NA","20","20","0","20","300","15","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",663450.48,4369128.07,"TRUE","2005, 2003","2002","",2010,11,1,0,1,1
"257","PNT1000084","735","PENDOLA","6/16/2010 0:00:00","TF, VA",1999,NA,"WGS84 UTM zone 10",661225.63,4369248.19,"154","35","granite",NA,"0","0","6","74","20","50","1","1","12","0","0","30","1","5",NA,"NA","NA","3","1","1","0","1","Brush: Class 5","NA","NA","NA","20","20","0","20","300","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",661225.63,4369248.19,"TRUE","2001, 2004, 2002","2001","",2010,11,1,0,1,1
"258","PNT1000085","722","PENDOLA","8/18/2010 0:00:00","BL, DS",1999,NA,"WGS84 UTM zone 10",661437.26,4369274.53,"52","19","granite",NA,"10","0","5","75","10","75","0","3","55","0","1","35","4","4",NA,"NA","NA","0","2","1","0","1","moved plot 15m @ 330 degress due to invariable vegetation","NA","NA","NA","20","20","0","20","250","19","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",661437.26,4369274.53,"TRUE","2001, 2004, 2002","2001","",2010,11,1,0,1,1
"259","PNT1000086","812","PENDOLA","6/16/2010 0:00:00","BL, KW, GB",1999,NA,"WGS84 UTM zone 10",661777.92,4369276.2,"196","37","GRANITE",NA,"15","0","4","72","8","70","1","0.5","10","50","5","45","1","4",NA,"NA","NA","0","0.5","4","4","0",NA,"NA","NA","NA","20","80","80","0","210","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",661777.92,4369276.2,"TRUE","2001, 2004, 2002","2001","",2010,11,1,0,1,1
"260","PNT1000087","1133","PENDOLA","6/16/2010 0:00:00","TF, VA",1999,NA,"WGS84 UTM zone 10",662048.5,4369277.7,"145","34","granite",NA,"5","0","1","86","8","10","1","0.5","10","0.5","0","0","1","5",NA,"NA","NA","0","1.5","1","0","1",NA,"NA","NA","NA","20","20","0","20","150","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662048.5,4369277.7,"TRUE","2001, 2004, 2002","2001","",2010,11,1,0,1,1
"261","PNT1000088","760","PENDOLA","7/26/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662246.7,4369284.55,"164","34","GRANITE",NA,"50","0","4","42","4","70","0","0","38","0","0","10","1","5",NA,"NA","NA","0","0.5","1","0","1","PDOP: 2.54","NA","NA","NA","20","20","0","20","50","400","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662246.7,4369284.55,"TRUE","2001, 2004, 2002","2001","",2010,11,1,0,1,1
"262","PNT1000089","811","PENDOLA","6/17/2010 0:00:00","BL, KW, GB",1999,NA,"WGS84 UTM zone 10",662449.23,4369293.2,"140","32","GRANITE",NA,"2","0","7","76","15","45","0.5","0.5","12","0","0","0","1","5",NA,"NA","NA","0.5","1","0","0","0","High amount of slash, CWD. Salvage logged, stump in plot.","NA","NA","NA","20","0","0","0","200","16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662449.23,4369293.2,"TRUE","2001, 2004, 2002","2001","",2010,11,1,0,1,1
"263","PNT1000090","753","PENDOLA","7/15/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662647.08,4369301.62,"104","43","GRANITE",NA,"10","0","2","66","22","35","0.5","0.5","15","2","0","0.5","1","5",NA,"NA","NA","0.1","2","0","0","0",NA,"NA","NA","NA","20","0","0","0","150","12.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662647.08,4369301.62,"TRUE","2001, 2004, 2002","2001","2000",2010,11,1,1,1,1
"264","PNT1000091","1131","PENDOLA","6/15/2010 0:00:00","KW, BL, GB, TF, VA",1999,NA,"WGS84 UTM zone 10",663045.27,4369312.14,"204","38","granite",NA,"5","0","5","87","3","45","1","1","2","0","0","0","1","5",NA,"NA","NA","0.1","1.5","1","0","1",NA,"NA","NA","NA","20","20","0","20","175","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",663045.27,4369312.14,"TRUE","2005","2002","",2010,11,1,0,1,1
"265","PNT1000092","1132","PENDOLA","6/15/2010 0:00:00","VA, TF",1999,NA,"WGS84 UTM zone 10",663245.64,4369320.26,"224","32","granite",NA,"12","0","5","70","13","60","0.5","0.5","7","0","0","0","1","5",NA,"NA","NA","0","2.5","0","0","0","next to road. No photo.","NA","NA","NA","20","0","0","0","140","22.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",663245.64,4369320.26,"TRUE","2004, 2002, 2001","2006, 2001","2000",2010,11,1,1,1,1
"266","PNT1000095","771","PENDOLA","7/26/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662041.89,4368976.12,"325","65","GRANITE",NA,"5","0","3","72","20","26","8","0.5","60","0.5","0","8","1","3",NA,"NA","NA","3","4","3","3","0","PDOP: 3.74","NA","NA","NA","20","60","60","0","250","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662041.89,4368976.12,"TRUE","2001, 2004, 2002","2001","",2010,11,1,0,1,1
"267","PNT1000096","742","PENDOLA","6/24/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662440.28,4369492.28,"4","43","GRANITE",NA,"87","0","1","15","7","17","10","5","12","8","0","0","1","5",NA,"NA","NA","0.1","0.5","3","1","2",NA,"NA","NA","NA","20","60","20","40","100","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662440.28,4369492.28,"TRUE","2001, 2004, 2002","2001","2000",2010,11,1,1,1,1
"268","PNT1000097","1128","PENDOLA","6/30/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662643.48,4369493.65,"141","43","granite",NA,"80","0.5","1","12","7","20","4","0.5","1","3","0","0","1","5",NA,"NA","NA","0","0.3","0","0","0",NA,"NA","NA","NA","20","0","0","0","100","15","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662643.48,4369493.65,"TRUE","2001, 2004, 2002","2001","2000",2010,11,1,1,1,1
"269","PNT1000098","799","PENDOLA","6/30/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662840.36,4369506.54,"126","55","GRANITE",NA,"87","0.5","1","8","3","30","1","0.5","10","0","0","0","1","5",NA,"NA","NA","0","0.1","0","0","0","Plot surrounded by planted PIPO","NA","NA","NA","20","0","0","0","175","16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662840.36,4369506.54,"TRUE","2006, 2002, 2004, 2001","2001, 2006","2000",2010,11,1,1,1,1
"270","PNT1000104","780","PENDOLA","7/19/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662433.73,4369696.76,"355","68","GRANITE",NA,"8","0","1","89","2","20","3","0","15","0.5","0","0","1","4",NA,"NA","NA","1","2","6","4","2","Trees that survived fire present right outside plot.","NA","NA","NA","20","120","80","40","300","8.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662433.73,4369696.76,"TRUE","","","2001",2010,11,0,1,0,1
"271","PNT1000105","752","PENDOLA","6/15/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662638.43,4369692.12,"4","55","granite",NA,"47","0","2","40","15","65","0.5","0.5","20","0","0","0.5","1","5",NA,"NA","NA","0.5","1","0","0","0",NA,"NA","NA","NA","20","0","0","0","300","42","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662638.43,4369692.12,"TRUE","","","2001",2010,11,0,1,0,1
"272","PNT1000106","756","PENDOLA","6/15/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662817.57,4369704.3,"271","15","GRANITE",NA,"32","0","1","55","12","8","1","1","7","10","0","0","1","5",NA,"NA","NA","0.1","1","0","0","0",NA,"NA","NA","NA","20","0","0","0","250","10","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662817.57,4369704.3,"TRUE","2001, 2004, 2002","2001","2000",2010,11,1,1,1,1
"273","PNT1000112","775","PENDOLA","7/19/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662444.55,4369851.72,"271","45","GRANITE",NA,"0.5","0","2","80","18","60","5","0","30","0","0","20","1","4",NA,"NA","NA","3","7","1","0","1","Moved plot approx. 30 meters @ 156 degrees due to dense RUAR and plot being located in ravine. Slope: Foot slope. Top half 70% slope; Bottom half 30% slope.","NA","NA","NA","20","20","0","20","230","10.08","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662444.55,4369851.72,"TRUE","","","2001",2010,11,0,1,0,1
"274","PNT1000113","754","PENDOLA","6/15/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662628.95,4369891.45,"298","59","GRANITE",NA,"15","0","2","68","25","50","0","0","40","0","0","2","1","5",NA,"NA","NA","0.2","3","0","0","0","Large ACMA root base outside plot, sprouts go well into plot.","NA","NA","NA","20","0","0","0","300","27","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662628.95,4369891.45,"TRUE","","","2001",2010,11,0,1,0,1
"275","PNT1000114","732","PENDOLA","6/17/2010 0:00:00","TH, VA",1999,NA,"WGS84 UTM zone 10",662821.72,4369908.1,"96","35","granite",NA,"3","0","2","88","7","16","0.5","12","12","6","0","0","1","4",NA,"NA","NA","0","0.25","0","0","0","Dense brush. Full of TODI.","NA","NA","NA","20","0","0","0","150","25","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662821.72,4369908.1,"TRUE","2001, 2003, 2002","2006","",2010,11,1,0,1,1
"276","PNT1000120","740","PENDOLA","6/23/2010 0:00:00","KW, BL, GB",1999,NA,"WGS84 UTM zone 10",662023.05,4370076.1,"167","57","GRANITE",NA,"40","0","3","42","15","65","0.5","0.5","30","0.5","0","10","1","5",NA,"NA","NA","0","0.3","2","1","1",NA,"NA","NA","NA","20","40","20","20","300","15","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662023.05,4370076.1,"TRUE","","","2001",2010,11,0,1,0,1
"277","PNT1000122","772","PENDOLA","7/26/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662619.97,4370094.54,"319","68","GRANITE",NA,"26","0","4","60","10","11","8","1","60","30","0.5","50","1","3",NA,"NA","NA","0.5","3","5","5","0","PDOP: 3.67","NA","NA","NA","20","100","100","0","200","4.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662619.97,4370094.54,"TRUE","","","2001",2010,11,0,1,0,1
"278","PNT1000124","807","PENDOLA","7/7/2010 0:00:00","KW, GB",1999,NA,"WGS84 UTM zone 10",661798.96,4370339.62,"160","43","GRANITE",NA,"0","0","3","97","0","100","2","0","0","0","0","0","1","5",NA,"NA","NA","0.1","1","0","0","0","3ft of dead RUAR. 4 satellite geometry, no GPS log. Moved plot approx. 10 meters NW. Photo taken from N, from road.","NA","NA","NA","20","0","0","0","300","11.84","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",661798.96,4370339.62,"TRUE","2003, 2003, 2001","","",2010,11,1,0,0,1
"279","PNT1000125","1129","PENDOLA","8/17/2010 0:00:00","BL, GB, DS, KA, AJ",1999,NA,"WGS84 UTM zone 10",662022.6,4370325.5,"256","45","granite",NA,"15","0","6","72","7","100","0","0","20","0","0","10","1","5",NA,"NA","NA","0.1","3.5","0","0","0","Moved plot 40m north dues to extremely dense vegetation.","NA","NA","NA","20","0","0","0","300","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662022.6,4370325.5,"TRUE","2003, 2003, 2001","","",2010,11,1,0,0,1
"280","PNT1000126","741","PENDOLA","6/23/2010 0:00:00","KW, BL, GB",1999,NA,"WGS84 UTM zone 10",662207.21,4370291.39,"307","45","GRANITE",NA,"79","0","8","5","8","40","0","0.5","3","15","5","20","1","2",NA,"NA","NA","1","2.5","12","12","0",NA,"NA","NA","NA","20","240","240","0","220","0.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662207.21,4370291.39,"TRUE","2001, 2002, 2004, 2006","2001, 2006","2000",2010,11,1,1,1,1
"281","PNT1000127","730","PENDOLA","8/10/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662434.53,4370305.55,"93","69","granite",NA,"20","0","3","42","35","120","0","0","5","0","1","1","1","5",NA,"NA","NA","0","1.8","3","0","3","Moved plot approx. 20 meters due to RUAR and invariable landscape","NA","NA","NA","20","60","0","60","300","9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662434.53,4370305.55,"TRUE","","","2001",2010,11,0,1,0,1
"282","PNT1000128","793","PENDOLA","8/10/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662649.23,4370331.53,"213","25","GRANITE",NA,"2","0.5","3","70","25","61","3","2","15","1","0.5","0","1","4",NA,"NA","NA","1","3.5","2","1","1","Moved plot approx. 16 to 30 meters away due to ravine and location issues with GPS.","NA","NA","NA","20","40","20","20","300","7.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662649.23,4370331.53,"TRUE","","","2001",2010,11,0,1,0,1
"283","PNT1000130","751","PENDOLA","6/17/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662008.98,4370477.53,"158","30","granite",NA,"6","0","8","76","0","131","0.5","0","1","0","0","0","1","4",NA,"NA","NA","2","10","0","0","0","Moved plot approx. 10 meters North due to dense RUAR and invariable landscape. Photo taken from North.","NA","NA","NA","20","0","0","0","300","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662008.98,4370477.53,"TRUE","2003, 2003, 2001","","",2010,11,1,0,0,1
"284","PNT1000131","755","PENDOLA","6/17/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662220.1,4370480.04,"171","15","GRANITE",NA,"15","0","1","81","3","65","0.5","0.5","20","1","0","1","1","4",NA,"NA","NA","0.5","3","0","0","0",NA,"NA","NA","NA","20","0","0","0","250","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662220.1,4370480.04,"TRUE","2001, 2002, 2004, 2006","2001, 2006","2000",2010,11,1,1,1,1
"285","PNT1000132","763","PENDOLA","6/17/2010 0:00:00","BL, GB",1999,NA,"WGS84 UTM zone 10",662408.88,4370492.61,"109","13","GRANITE",NA,"39","0","1","60","0.5","65","2","1","2","0","0","0","1","4",NA,"NA","NA","0.1","1","0","0","0",NA,"NA","NA","NA","20","0","0","0","250","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",662408.88,4370492.61,"TRUE","2001, 2003","","",2010,11,1,0,0,1
"286","PNT1100063","1280","PENDOLA","6/21/2011 0:00:00","CP, CR, TR, MS",1999,"2346","NAD83 UTM zone 10",660404.41,4370822.7,"132","40","Granite",NA,"15","0","2","81","2","90","0.5","0.5","20","40","0","100","1","3",NA,"NA","NA","0","1","5","5","0",NA,"0.5","15","50","20","100","100","0","350","4.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",660404.41,4370822.7,"TRUE","2003, 2004, 2002, 2001, 2001, 2003, 2002","2001, 2006","2000",2011,12,1,1,1,1
"287","PWR0900026","480","POWER","8/27/2009 0:00:00","kw/bs",2004,"1667","WGS84 UTM zone 10",742629.12,4266724.7,"142","15","gran",NA,"20","0","10","65","15","1","0","0","0","NA","30","50","1","3",NA,"NA","NA","0.5","1","9","7","2","Plot moved 10 m off road.","NA","NA","NA","20","180","140","40","30","2.27","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",742629.12,4266724.7,"TRUE","","","2005",2009,5,0,1,0,1
"288","PWR0900080","491","POWER","8/27/2009 0:00:00","kw/bs",2004,"1652","WGS84 UTM zone 10",741625.72,4265711.97,"202","15","gran",NA,"15","20","45","10","5","21","20","5","0","NA","5","0","1","4",NA,"NA","NA","0","0.5","3","0","3","Plot moved 40 m out of stream.","NA","NA","NA","20","60","0","60","30","23.94","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",741625.72,4265711.97,"TRUE","2008","2006","",2009,5,1,0,1,1
"289","PWR0900194","405","POWER","7/28/2009 0:00:00","kw/bs",2004,"1496","WGS84 UTM zone 10",734687.94,4264258.84,"150","45","gran",NA,"40","10","20","30","0.5","10","10","1","0","NA","0","0","1","3",NA,"NA","NA","0","2","6","4","2",NA,"NA","NA","NA","20","120","80","40","30","11.91","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",734687.94,4264258.84,"TRUE","","","2006",2009,5,0,1,0,1
"290","PWR0900206","403","POWER","6/30/2009 0:00:00","kw/bs",2004,"1278","WGS84 UTM zone 10",734693.07,4264056.66,"202","65","gran",NA,"50","5","30","15","0","0","20","10","NA","NA","30","0","1","5",NA,"NA","NA","0","1","6","0","6",NA,"NA","NA","NA","20","120","0","120","NA","35","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",734693.07,4264056.66,"TRUE","","","2006",2009,5,0,1,0,1
"291","PWR0900207","402","POWER","6/30/2009 0:00:00","kw/bs",2004,"1277","WGS84 UTM zone 10WGS84 UTM zone 10",734891.52,4264067.31,"134","58","gran",NA,"0","0.5","50","50","0.5","40","5","5","NA","NA","20","5","1","4",NA,"NA","NA","0","1","5","3","2",NA,"NA","NA","NA","20","100","60","40","30","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",734891.52,4264067.31,"TRUE","","","2006",2009,5,0,1,0,1
"292","PWR0900214","401","POWER","6/30/2009 0:00:00","kw/bs",2004,"1266","WGS84 UTM zone 10WGS84 UTM zone 10",734701.14,4263860.83,"187","70","gran",NA,"1","0.5","84","10","5","50","9","25","NA","NA","10","30","1","3",NA,"NA","NA","0.5","1.5","6","3","3","Thistle, Cheatgrass","NA","NA","NA","20","120","60","60","20","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",734701.14,4263860.83,"TRUE","","","2006",2009,5,0,1,0,1
"293","PWR0900215","400","POWER","6/30/2009 0:00:00","kw/bs",2004,"1267","WGS84 UTM zone 10",734864.27,4263846.37,"214","40","gran",NA,"0.5","10","50","30","10","31","10","10","NA","NA","1","0","1","4",NA,"NA","NA","0.5","1.5","1","1","0","Moved plot location off of road cut.","NA","NA","NA","20","20","20","0","30","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",734864.27,4263846.37,"TRUE","","","2006",2009,5,0,1,0,1
"294","PWR0900233","521","POWER","6/30/2009 0:00:00","kw/bs",2004,"1274","WGS84 UTM zone 10",735709.92,4263696.27,"269","42","gran",NA,"2","2","55","40","1","5","10","40","NA","NA","30","0","1","4",NA,"NA","NA","0","1","1","0","1","20% slash; cheat grass +; LOCR +","NA","NA","NA","20","20","0","20","30","10","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",735709.92,4263696.27,"TRUE","","","2005",2009,5,0,1,0,1
"295","PWR0900272","553","POWER","9/8/2009 0:00:00","kw/bs",2004,"1670","WGS84 UTM zone 10",731137.88,4262546.3,"208","23","gran",NA,"5","0.5","25","70","1","1","5","20","0","NA","5","30","1","3",NA,"NA","NA","0.5","1","10","7","3","Invasives: LACE +, Thistle.  Area logged & grazed, low slash","NA","NA","NA","20","200","140","60","60","2.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",731137.88,4262546.3,"TRUE","","","2005",2009,5,0,1,0,1
