"Regen_Plot","Fire","Year.of.Fire","survey_years_post","SHRUB","dominant_shrub_ht_cm","X","Y","normal_annual_precip","tmax","tmin","tmean","elev","tpi100","tpi500","tpi2000","tpi5000","twi","slope_dem","aspect_dem","rad_winter","rad_winter_spring","rad_spring","rad_spring_summer","rad_summer"
"BAR1111480","BAR",2006,5,12,100,-266630.869617731,311604.481260363,1029.60048528992,NA,NA,NA,937.369413741479,3.2125001123779,30.2570060679481,84.3079350478104,140.697371592176,4.71672381856819,15.0893971430167,169.065011314281,4182.04469476808,5352.87117928471,7587.36717410181,9126.11613631781,9497.23795253831
"BAR1111516","BAR",2006,5,70,130,-269240.174621358,311398.610599681,1229.92568505819,NA,NA,NA,1300.17676370235,-0.288287327651684,10.8782687724736,99.1621988460601,278.350750928894,5.77693494974789,25.5708772116066,100.254317731497,3153.1143296327,4283.36494741138,6702.23260446726,8721.4990409528,9385.30322845749
"BAR1111670","BAR",2006,5,70,150,-268440.862837925,310811.499738407,1169.82616657371,NA,NA,NA,1041.70503794799,2.29084578958242,18.8048473806776,0.7269319386444,101.606811270329,5.06305924892838,25.1282781865702,32.6139570846711,734.342160954726,1522.56046948016,4124.82102654957,7251.59084160936,8775.51502639959
"BAR1111671","BAR",2006,5,50,150,-268239.417875154,310819.312133802,1153.70024765666,NA,NA,NA,962.329358530942,-0.184244391049013,15.6402360799098,-40.8336383909347,36.0839612094604,5.32068396340435,26.6243954789304,110.497178435762,3546.02832151291,4687.57714955113,6995.83795210295,8704.34018995858,9300.563169806
"BAR1111672","BAR",2006,5,15,200,-268037.060838709,310810.945725223,1136.06634632644,NA,NA,NA,885.986148179608,-0.637237582931969,-7.67699270412225,-73.0637675129131,-25.4197614976497,10.2064863946731,9.20139583231681,15.1864031019714,1665.20349361029,2759.40972230218,5521.81812398106,8355.604289135,9503.03863016365
"BAR1111713","BAR",2006,5,60,130,-269834.261242893,310606.865770714,1184.64579768431,NA,NA,NA,1132.45409244398,1.00478808466503,7.21501494607982,43.0936759904029,180.707718067065,6.00877562247875,17.7773398942077,160.174468115295,4470.34000140107,5641.0536959142,7761.58679833118,9217.97912519464,9529.74614810523
"BAR1111718","BAR",2006,5,50,170,-268835.032710107,310611.168542504,1188.05441257541,NA,NA,NA,1184.93460688547,-0.0304331040620708,11.4374431390904,108.512205241634,236.932778031167,5.79632120212098,21.3375590885964,41.9350689626978,1108.57687947165,2096.21727733826,4779.51189530238,7719.73675105427,9097.65350197611
"BAR1111719","BAR",2006,5,31,160,-268641.131433355,310614.396461328,1175.49232798785,NA,NA,NA,1146.83800889992,1.03371784667306,18.4987062491863,91.4331332019949,208.653805997539,5.35159757158525,24.7473392877271,81.4334692317962,2397.90721418756,3489.87268890356,6011.6485516337,8275.23835144534,9247.19047281474
"BAR1111762","BAR",2006,5,50,150,-269837.176621332,310400.433456335,1174.64010637383,NA,NA,NA,1061.19611400905,-0.982454868824497,-13.7066268587403,-6.11775416060097,126.639820277459,8.30224605783072,14.9439921600917,143.373765797353,3963.15734200076,5136.26424523436,7393.71987752139,9054.5509661123,9569.74739562899
"BAR1111763","BAR",2006,5,90,100,-269643.10971088,310404.808779665,1183.57335592284,NA,NA,NA,1034.04086215372,-0.157487917161113,-10.2802046139976,-41.9271430163535,95.4043297695056,6.75533220904783,19.0155180679699,148.078288372196,4295.0055390212,5460.40464281003,7591.63607182766,8939.42048982105,9370.37702632716
