"PlotID","Species","Distance","Bearing","OMU","Planted","SnagDamage","DBH","TotHeight","LYHeight","LYGrowth","BudScars","Sprouts","CompType","CompCover","CompHeight","Subsample","Comments"
"D1000C","QUCH",10.7,46,"M","N",NA,NA,64,NA,NA,NA,7,"S","70","140","N",NA
"D1000C","QUCH",4.5,76,"O","N",NA,NA,130,NA,NA,NA,9,"HFG","90","100","N",NA
"D1000C","QUCH",5.2,60,"O","N",NA,NA,135,NA,NA,NA,5,"HGFS","90","100","N",NA
"D1000C","QUCH",8.52,312,"O","N",NA,"0.6",162,NA,NA,NA,6,"SFG","80","150","N",NA
"D1000C","QUCH",6.13,317,"O","N",NA,NA,80,NA,NA,NA,NA,"GF","400","32","N","Seeded"
"D1000C","QUCH",7.5,256,"M","N",NA,NA,130,NA,NA,NA,6,"SHF","80","135","N",NA
"D1001T","QUKE",7.01,264,"M","N",NA,NA,80,NA,NA,NA,NA,"SH","100","80","N","Seeded"
"D1001T","QUKE",7.69,264,"M","N",NA,NA,86,NA,NA,NA,NA,"SH","100","80","N","Seeded"
"D1001T","QUKE",8.22,273,"O","N",NA,NA,44,NA,NA,NA,NA,"SG","90","35","N","Seeded"
"D1001T","QUKE",10.07,284,"O","N",NA,NA,70,NA,NA,NA,7,"G","50","22","N",NA
"D1001T","QUKE",10.88,272,"O","N",NA,NA,92,NA,NA,NA,10,"SHGF","60","30","N",NA
"D1001T","ABCO",1.4,16,"O","U","SD2",NA,38,35,1,7,NA,"SF","90","30","N","Seeded"
"D1001T","QUKE",10.51,242,"O","N",NA,NA,32,NA,NA,NA,NA,"SGH","80","22","N","Seeded"
"D1001T","QUKE",10.85,242,"O","N",NA,NA,54,NA,NA,NA,NA,"GH","30","24","N","Seeded"
"D1001T","QUKE",7.1,66,"O","N",NA,NA,70,NA,NA,NA,NA,"SG","80","35","N","Seeded"
"D1001T","QUKE",6.8,70,"O","N",NA,NA,55,NA,NA,NA,NA,"SG","80","35","N","Seeded"
"D1001C","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1013C","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1018T","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1018C","QUKE",1.76,27,"O","N",NA,"1.6",180,NA,NA,NA,3,"S","80","55","N",NA
"D1018C","PIPJ",2.15,38,"U","N","N",NA,49,49,NA,7,NA,"SH","100","75","N","Dead top, live growth to 45cm"
"D1018C","QUKE",10.9,4,"O","N",NA,"2",200,NA,NA,NA,3,"SF","95","75","N",NA
"D1018C","QUKE",4.2,352,"O","N",NA,NA,122,NA,NA,NA,4,"S","90","55","N",NA
"D1018C","QUKE",1.7,204,"O","N",NA,"1.3",163,NA,NA,NA,2,"SG","90","25","N",NA
"D1013T","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1005T","PIPJ",3.81,125,"O","U","N",NA,53,47,7,7,NA,"S","80","30","N",NA
"D1005T","QUKE",7.97,172,"O","N",NA,"2.7",250,NA,NA,NA,7,"SH","30","120","N",NA
"D1005T","PIPJ",5.4,80,"O","Y","N",NA,76,65,9,7,NA,"G","30","20","N",NA
"D1005T","QUKE",4.8,193,"O","N",NA,"5.4",250,NA,NA,NA,6,"SH","80","100","N",NA
"D1005T","PIPJ",10.38,97,"O","Y","N",NA,53,43,5,9,NA,"FG","10","20","N",NA
"D1005T","PIPJ",4.4,76,"O","U","N",NA,34,28,4,6,NA,"SG","40","35","N",NA
"D1005T","PIPJ",7.9,108,"O","Y","N",NA,125,108,15,8,NA,"FG","10","40","N",NA
"D1005T","PIPJ",3.5,52,"O","N","SD2",NA,26,25,3,5,NA,"SGF","25","90","N",NA
"D1005T","PIPJ",3.2,214,"O","N","N",NA,28,19,6,6,NA,"FG","80","20","N",NA
"D1005T","PIPJ",9.45,350,"O","U","SD1",NA,33,29,4,6,NA,"S","10","32","N",NA
"D1005T","PIPJ",6.1,56,"O","N","SD2",NA,25,20,7,5,NA,"SG","80","25","N",NA
"D1005T","PIPJ",5.7,252,"O","U","N",NA,40,35,3,7,NA,"FGS","100","15","N",NA
"D1005T","PIPJ",7.71,341,"O","Y","SD1",NA,63,56,10,6,NA,"SF","50","50","N",NA
"D1005T","PIPJ",9,36,"O","U","SD1",NA,44,36,7,6,NA,"SGF","70","35","N",NA
"D1005T","PIPJ",8.1,234,"O","U","SD1",NA,44,36,7,7,NA,"F","20","10","N",NA
"D1005T","PIPJ",4.64,355,"O","Y","SD1",NA,65,57,10,7,NA,"SF","90","45","N",NA
"D1005T","PIPJ",10.05,332,"O","Y","SD1",NA,53,48,4,8,NA,"SF","30","22","N",NA
"D1005T","PIPJ",6.1,266,"O","U","N",NA,39,33,3,7,NA,"GF","80","10","N",NA
"D1005T","PIPJ",10.4,74,"O","Y","N",NA,47,43,5,7,NA,"F","10","30","N",NA
"D1005T","PIPJ",9.83,311,"O","Y","N",NA,49,44,7,6,NA,"S","90","24","N",NA
"D1005T","PIPJ",8.8,276,"O","N","N",NA,43,34,6,5,NA,"SFG","80","20","N",NA
"D1005T","ABCO",10.9,301,"U","U","N",NA,53,46,7,7,NA,"S","90","40","N",NA
"D1005T","PIPJ",6.8,294,"O","U","N",NA,60,51,8,6,NA,"FG","90","10","N",NA
"D1005T","PIPJ",7.5,310,"O","Y","N",NA,52,48,6,8,NA,"F","10","15","N",NA
"D1005C","QUKE",5,122,"O","N",NA,"4",400,NA,NA,NA,15,"S","70","35","N",NA
"D1005C","QUKE",5.2,195,"O","N",NA,"2",250,NA,NA,NA,5,"S","30","15","N",NA
"D1005C","QUKE",4.09,337,"O","N",NA,NA,58,NA,NA,NA,NA,"SF","5","20","N",NA
"D1005C","QUKE",9.8,304,"O","N",NA,"4.0",360,NA,NA,NA,5,"H","10","200","N",NA
"D1005C","QUKE",8.5,234,"O","N",NA,"4",350,NA,NA,NA,9,"HS","60","300","N",NA
"D1005C","QUKE",3.3,98,"O","N",NA,"4.9",390,NA,NA,NA,8,"HS","80","130","N",NA
"D1005C","QUKE",3.7,82,"O","N",NA,"4.9",400,NA,NA,NA,11,"SH","100","140","N",NA
"D1005C","QUKE",9.37,276,"O","N",NA,"4.3",395,NA,NA,NA,7,"S","20","340","N",NA
"D1005C","QUKE",10.7,210,"O","N",NA,"5",400,NA,NA,NA,11,"SH","60","300","N",NA
"D1005C","PIPJ",7.62,276,"U","N","N",NA,66,57,7,5,NA,"H","80","270","N",NA
"D1005C","QUKE",7,76,"O","N",NA,"3.9",310,NA,NA,NA,8,"SH","90","150","N",NA
"D1005C","QUKE",10.5,234,"M","N",NA,"3",350,NA,NA,NA,4,"H","95","300","N",NA
"D1005C","QUKE",8,255,"O","N",NA,"3.9",340,NA,NA,NA,4,"H","60","300","N",NA
"D1005C","QUKE",7.1,65,"O","N",NA,"4.1",290,NA,NA,NA,7,"SH","80","140","N",NA
"D1005C","QUKE",9,257,"M","N",NA,"5",275,NA,NA,NA,3,"H","60","250","N",NA
"D1005C","QUKE",9.73,259,"O","N",NA,"5.6",330,NA,NA,NA,5,"H","30","290","N",NA
"D1005C","PIPJ",8.3,47,"O","N","N",NA,42,36,7,5,NA,"S","40","33","N",NA
"D1005C","QUKE",10.49,238,"M","N",NA,"4.5",350,NA,NA,NA,2,"HS","100","300","N",NA
"B1019C","QUCH",8.01,15,"O","N",NA,"4.5",500,NA,NA,NA,4,"S","70","200","Y",NA
"B1019C","QUCH",5.9,196,"O","N",NA,"7",480,NA,NA,NA,4,"S","60","160","Y",NA
"B1019T","PIPJ",8.65,61,"O","U","SD2","1.0",179,168,20,10,NA,"S","40","30","N","Bent, sideways growth"
"B1019T","QUCH",1.6,199,"O","N",NA,"5.0",300,NA,NA,NA,6,"S","95","200","Y",NA
"B1019T","QUCH",1.42,22,"O","N",NA,NA,105,NA,NA,NA,NA,"S","40","105","N",NA
"B1019T","QUCH",10.6,168,"O","N",NA,"4.6",600,NA,NA,NA,17,"S","50","250","Y",NA
"B1019T","QUKE",11.3,187,"O","N",NA,"7.0",630,NA,NA,NA,5,"SH","80","410","N","Bearing estimate, distance tape estimate"
"B1014T","QUCH",9.75,34,"O","N",NA,"2.7",260,NA,NA,NA,1,"S","100","190","N",NA
"B1014T","ACMA",10.9,151,"O","N",NA,"7.1",580,NA,NA,NA,3,"S","90","280","N","Bearing estimate"
"B1014T","QUCH",6,276,"U","N",NA,NA,120,NA,NA,NA,1,"S","100","450","N","Transect distance estimate"
"B1014T","QUCH",6,249,"U","N",NA,NA,100,NA,NA,NA,2,"S","100","325","N","Transect distance estimate"
"B1014T","PSME",5,216,"U","U","SD1",NA,120,101,5,12,NA,"S","100","300","N","Transect distance estimate"
"B1014T","PSME",11.3,263,"U","N","N",NA,77,68,12,7,NA,"S","100","350","N",NA
"B1014T","QUCH",10,71,"U","N",NA,NA,90,NA,NA,NA,1,"S","100","350","N",NA
"B1009T","QUCH",3.58,39,"O","N",NA,"9.1",550,NA,NA,NA,1,"S","100","400","Y",NA
"B1009T","QUCH",9.3,358,"O","N",NA,"2.7",300,NA,NA,NA,3,"SH","70","200","Y","Distance estimated"
"B1009T","QUKE",7.3,358,"M","N",NA,NA,130,NA,NA,NA,1,"SH","60","140","N","Distance estimated"
"B1009T","QUKE",7,332,"O","N",NA,"12.7",800,NA,NA,NA,9,"SH","95","300","N","Distance estimated"
"B1009T","QUKE",8.11,290,"U","N",NA,NA,130,NA,NA,NA,2,"S","100","300","N","Prostrate--crushed by snag"
"B1009T","QUKE",10.93,298,"O","N",NA,"11.8",700,NA,NA,NA,5,"S","100","500","N",NA
"D1010C","PIPJ",1.8,188,"U","N","SD2",NA,27,20,5,4,NA,"S","100","80","N",NA
"D1010C","PIPJ",8.2,249,"U","N","N",NA,40,34,5,4,NA,"S","100","79","N",NA
"D1010C","PIPJ",8.2,249,"U","N","N",NA,33,29,4,4,NA,"S","100","79","N",NA
"D1010C","PIPJ",8.2,249,"U","N","N",NA,38,32,6,4,NA,"S","100","79","N",NA
"D1010C","PIPJ",8.2,249,"U","N","N",NA,39,35,4,5,NA,"S","100","79","N",NA
"A4017C","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A4017T","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A4025T","ABCO",5.2,7,"U","N","N",NA,29,23,4,5,NA,"S","100","160","N",NA
"A4025C","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A4057C","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A4057T","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C2001C","PIPJ",1,230,"M","N","N",NA,28,27,3,6,NA,"S","70","50","Y",NA
"C2001C","PSME",1.7,155,"O","U","SD2",NA,36,32,5,7,NA,"S","20","50","Y",NA
"C2001C","PSME",1.9,269,"O","U","SD2",NA,37,33,4,7,NA,"C","10","60","Y",NA
"C2001C","PSME",2.4,215,"U","N","N",NA,36,32,4,6,NA,"S","90","62","Y",NA
"C2001C","PSME",2.7,256,"M","N","N",NA,69,62,9,7,NA,"S","60","30","Y",NA
"C2001C","PSME",2.1,222,"U","N","N",NA,28,26,2,6,NA,"S","90","62","Y",NA
"C2001C","PIPJ",3.3,262,"U","N","N","0.9",144,131,12,8,NA,"C","50","70","Y",NA
"C2001C","PIPJ",3.8,262,"O","U","N","0.6",143,131,21,6,NA,"C","90","80","Y",NA
"C2001C","PIPJ",9.77,100,"O","U","N",NA,39,32,9,3,NA,"S","40","70","Y",NA
"C2001C","PSME",3.7,204,"U","N","N",NA,31,28,4,5,NA,"S","80","70","Y",NA
"C2001C","PSME",8.97,106,"U","N","N",NA,55,44,8,6,NA,"S","75","90","Y",NA
"C2001C","PSME",2.9,270,"O","N","N",NA,42,40,4,6,NA,"C","30","80","Y",NA
"C2001C","PSME",3.3,270,"M","N","N",NA,67,63,7,8,NA,"C","70","90","Y",NA
"C2001C","PSME",3.4,270,"M","N","N",NA,73,71,4,8,NA,"C","70","90","Y",NA
"C2001C","PSME",3.3,258,"U","N","N",NA,75,70,5,9,NA,"S","80","78","Y",NA
"C2001C","PSME",4,205,"U","N","N",NA,35,32,4,5,NA,"S","50","70","Y",NA
"C2001C","PIPJ",5.6,169,"O","N","N",NA,59,52,6,7,NA,"S","50","50","Y",NA
"C2001C","PSME",4.2,260,"O","N","N",NA,91,87,7,8,NA,"SC","100","85","Y",NA
"C2001C","PSME",4.4,266,"O","N","N",NA,107,104,4,8,NA,"SC","100","85","Y",NA
"C2001C","PSME",4.7,254,"M","N","SD2",NA,64,62,4,7,NA,"S","100","10","Y",NA
"C2001C","ABCO",4.9,264,"M","N","N",NA,56,54,3,7,NA,"SC","100","60","N",NA
"C2001C","PIPJ",6.2,179,"O","N","N",NA,28,26,5,4,NA,"S","30","50","Y",NA
"C2001C","PIPJ",6.1,186,"O","N","SD1",NA,29,22,5,4,NA,"S","30","50","Y",NA
"C2001C","PSME",5,260,"O","N","N",NA,134,129,4,7,NA,"SC","100","90","Y",NA
"C2001C","PSME",5.1,261,"O","N","N",NA,127,120,13,8,NA,"SC","100","90","Y",NA
"C2001C","PSME",5.7,260,"O","N","N","0.3",148,140,10,8,NA,"SC","70","90","Y",NA
"C2001C","PSME",5.08,9,"O","U","N",NA,34,32,3,8,NA,"C","0.5","30","Y",NA
"C2001C","PSME",7.7,183,"O","N","N",NA,75,65,8,5,NA,"C","10","75","Y",NA
"C2001C","PSME",5.75,1,"M","U","N",NA,28,27,2,6,NA,"C","0.5","35","Y",NA
"C2001C","PIPJ",5.95,357,"O","U","N",NA,35,31,5,5,NA,"C","0.5","37","Y",NA
"C2001C","ABCO",6,264,"M","N","N",NA,57,54,3,8,NA,"SC","70","80","N",NA
"C2001C","PSME",5.9,259,"M","N","SD2",NA,60,55,7,7,NA,"SC","70","80","Y",NA
"C2001C","PSME",8,185,"O","N","N",NA,105,91,15,6,NA,"C","10","70","Y",NA
"C2001C","PSME",8.8,183,"O","N","N",NA,51,43,7,5,NA,"CS","30","45","Y",NA
"C2001C","PSME",8.8,183,"O","N","N",NA,42,36,5,5,NA,"CS","30","45","Y",NA
"C2001C","PSME",7.6,268,"M","N","N",NA,85,74,8,7,NA,"S","40","80","Y",NA
"C2001C","PIPJ",9,185,"M","N","N",NA,57,49,7,4,NA,"S","50","53","Y",NA
"C2001C","PSME",6.77,13,"O","U","N",NA,26,24,7,3,NA,"CS","5","70","Y",NA
"C2001C","PIPJ",1.5,300,"O","N","N",NA,34,33,3,7,NA,"S","10","22","Y",NA
"C2001C","PSME",5.84,12,"O","U","N",NA,27,26,2,6,NA,"C","0.5","22","Y",NA
"C2001C","PILA",2.4,282,"M","N","N",NA,80,75,5,7,NA,"S","10","90","N",NA
"C2001C","PSME",4.67,10,"O","U","N",NA,26,25,1,8,NA,"C","0.5","20","Y",NA
"C2001C","PSME",3.5,281,"O","N","N",NA,53,50,4,8,NA,"C","20","40","Y",NA
"C2001C","PSME",3.3,273,"O","N","N",NA,35,34,2,8,NA,"C","20","40","Y",NA
"C2001C","PILA",7.4,126,"O","N","N",NA,39,35,3,7,NA,"C","5","35","N",NA
"C2001C","PSME",3.2,285,"O","N","SD2",NA,63,57,11,6,NA,"SC","50","50","Y",NA
"C2001C","PSME",3.5,286,"M","N","N",NA,90,89,4,8,NA,"C","90","40","Y",NA
"C2001C","PIPJ",3.5,286,"O","N","SD2",NA,90,85,6,6,NA,"C","90","40","Y",NA
"C2001C","PSME",3.91,279,"O","N","N",NA,43,40,5,7,NA,"SC","70","43","Y",NA
"C2001C","PSME",3.77,268,"O","N","N",NA,50,39,3,10,NA,"C","80","60","Y","yellow foliage"
"C2001C","PSME",4.62,269,"M","N","N",NA,104,100,5,8,NA,"C","90","104","Y","yellow foliage"
"C2001C","PSME",4.79,273,"O","N","N",NA,120,114,4,9,NA,"SC","90","60","Y",NA
"C2001C","PSME",5.02,275,"U","N","N",NA,90,85,10,8,NA,"SC","100","60","Y",NA
"C2001C","PIPJ",4.14,271,"O","N","N","1.5",174,159,15,7,NA,"C","100","60","Y",NA
"C2001C","PIPJ",5.04,273,"M","N","N",NA,82,70,9,6,NA,"CS","90","80","Y",NA
"C2001C","PIPJ",5.54,266,"O","N","N",NA,129,117,12,6,NA,"CS","100","80","Y",NA
"C2001C","PSME",5.48,274,"M","N","N",NA,74,70,5,7,NA,"S","100","90","Y",NA
"C2001C","PSME",6.02,274,"U","N","N",NA,68,65,4,7,NA,"S","100","90","Y",NA
"C2001C","PSME",6.17,272,"O","N","SD2",NA,123,108,14,8,NA,"S","80","110","Y",NA
"C2001C","PSME",6.41,272,"M","N","N",NA,93,80,9,7,NA,"S","80","110","Y",NA
"C2001C","ABCO",10.7,271,"M","N","N",NA,68,55,6,7,NA,"CS","40","70","N",NA
"C2001C","PSME",7.67,271,"O","N","SD1",NA,85,80,4,7,NA,"SC","90","75","Y",NA
"C2001C","PSME",7.67,271,"M","N","SD2",NA,61,52,5,8,NA,"SC","90","75","Y",NA
"C2001C","PIPJ",10.2,269,"O","N","N",NA,90,63,4,5,NA,"SC","30","75","Y",NA
"C2001C","ABCO",8.32,274,"M","N","N",NA,55,49,5,6,NA,"C","70","80","N",NA
"C2001C","PSME",8.64,272,"M","N","N",NA,90,79,11,8,NA,"SC","90","79","Y",NA
"C2001C","PIPJ",9.2,272,"O","N","N",NA,72,62,6,5,NA,"CS","40","27","Y",NA
"C2001C","PSME",9.67,270,"O","N","N",NA,30,24,3,5,NA,"S","90","10","Y",NA
"C2001C","ABCO",5.5,301,"M","N","N",NA,59,49,4,7,NA,"CS","40","50","N",NA
"C2001C","ABCO",3.49,296,"M","N","N",NA,70,68,3,7,NA,"C","90","80","N",NA
"C2001C","ABCO",8.9,286,"M","N","N",NA,72,66,7,7,NA,"C","40","95","N",NA
"C2001C","ABCO",10.2,314,"O","N","N",NA,28,23,3,4,NA,"S","20","35","N",NA
"C2001C","ABCO",10.2,314,"M","N","SD1",NA,3,26,3,6,NA,"S","20","35","N",NA
"C2001C","ABCO",5.45,281,"M","N","N",NA,83,78,3,7,NA,"SC","100","110","N",NA
"C2001C","ABCO",6.52,350,"M","N","N",NA,33,30,4,4,NA,"S","30","46","N",NA
"C2001C","ABCO",10.3,333,"M","N","N",NA,33,31,2,6,NA,"CS","50","50","N",NA
"C2001T","PIPJ",0.68,212,"O","U","N",NA,120,101,17,5,NA,"C","30","60","Y",NA
"C2001T","PIPJ",0.92,212,"M","N","N",NA,92,78,17,4,NA,"C","45","80","Y",NA
"C2001T","PIPJ",1.29,254,"O","N","N",NA,107,92,15,5,NA,"C","40","76","Y",NA
"C2001T","PIPJ",9.6,358,"O","N","N",NA,126,114,14,6,NA,"S","30","80","Y",NA
"C2001T","ABCO",1.6,120,"O","N","N",NA,102,94,9,6,NA,"CS","60","80","N",NA
"C2001T","PILA",2.5,236,"O","Y","N","3.1",210,188,21,7,NA,"C","20","80","N",NA
"C2001T","PSME",4.76,233,"M","U","N",NA,115,98,10,7,NA,"CS","60","55","N",NA
"C2001T","PIPJ",0.7,115,"M","N","N",NA,75,65,14,4,NA,"CS","50","90","Y",NA
"C2001T","PIPJ",0.8,0,"O","N","N",NA,65,54,13,4,NA,"S","30","80","Y",NA
"C2001T","PILA",6.21,250,"O","Y","N","2.5",188,172,14,9,NA,"S","0.5","10","N",NA
"C2001T","PSME",0.6,295,"O","N","N",NA,69,62,7,5,NA,"C","40","80","N",NA
"C2001T","ABCO",1.9,168,"M","U","N",NA,82,73,8,7,NA,"S","40","85","N",NA
"C2001T","ABCO",11.25,256,"M","N","N",NA,26,20,2.5,8,NA,"SG","100","53","N",NA
"C2001T","PILA",3.4,320,"O","U","N",NA,114,107,9,7,NA,"S","10","100","N",NA
"C2001T","ABCO",6.3,113,"O","N","N",NA,34,32,3,6,NA,"S","20","90","N",NA
"C2001T","PILA",2,251,"M","N","N",NA,58,50,5,5,NA,"C","20","105","N",NA
"C2001T","PSME",9.8,119,"O","Y","N",NA,105,99,10,8,NA,"S","100","85","N",NA
"C2001T","ABCO",8.95,204,"U","N","SD1",NA,29,24,3,6,NA,"S","100","55","N",NA
"C2001T","PILA",1.7,275,"M","N","SD1",NA,38,31,6,4,NA,"C","30","105","N",NA
"C2001T","PSME",8.41,207,"M","N","SD1",NA,63,60,5.5,7,NA,"S","100","62","N",NA
"C2001T","PILA",10.1,156,"O","Y","SD1",NA,107,106,6,8,NA,"S","10","100","N",NA
"C2001T","PSME",8.61,216,"U","N","SD1",NA,54,49,5,7,NA,"S","100","82","N",NA
"C2001T","PSME",5.25,266,"M","N","N",NA,71,64,8,6,NA,"C","40","95","N",NA
"C2001T","PSME",10.8,169,"O","N","N",NA,134,126,9,6,NA,"S","30","80","N",NA
"C2001T","PILA",8.03,196,"O","Y","N","0.5",151,135,18,9,NA,"CS","30","45","N",NA
"C2001T","PSME",6.87,202,"O","U","N",NA,102,91,13,9,NA,"S","30","50","N",NA
"C2001T","PIPJ",11.1,193,"O","N","N",NA,102,89,15,5,NA,"CS","60","80","Y",NA
"C2001T","PILA",7.1,282,"O","U","N","2.5",189,174,27,7,NA,"C","5","70","N",NA
"C2001T","PIPJ",9.8,184,"U","N","N",NA,61,54,13,5,NA,"S","90","90","Y",NA
"C2001T","PIPJ",6.87,85,"O","N","N",NA,67,56,8,6,NA,"C","20","50","Y",NA
"C2001T","PILA",1.2,82,"O","U","N","1.0",144,134,11,7,NA,"S","50","40","N",NA
"C2001T","PIPJ",9.8,183,"O","N","N",NA,101,93,13,7,NA,"S","50","80","Y",NA
"C2001T","ABCO",2.7,83,"U","N","N",NA,31,28,3,6,NA,"S","50","80","N",NA
"C2001T","PIPJ",6.53,196,"O","N","N",NA,61,54,8,5,NA,"S","10","51","Y",NA
"C2001T","PSME",7.2,174,"O","Y","N","2.0",248,140,17,9,NA,"S","40","90","N",NA
"C2001T","PIPJ",5.79,202,"O","U","SD2",NA,132,121,23,7,NA,"S","50","15","Y","BENT TRUNK"
"C2001T","PILA",6.7,13,"M","U","N",NA,95,84,10,6,NA,"S","60","75","N",NA
"C2001T","PIPJ",5.34,187,"M","N","N",NA,92,81,13,6,NA,"C","10","90","Y",NA
"C2001T","PIPJ",4.8,184,"M","N","N",NA,92,79,10,6,NA,"C","30","120","Y",NA
"C2001T","PILA",11.2,30,"O","U","N",NA,102,92,5,7,NA,"S","5","7","N",NA
"C2001T","PIPJ",4.4,184,"M","N","N",NA,74,67,7,6,NA,"C","70","90","Y",NA
"C2001T","PSME",8,220,"U","N","SD1",NA,47,43,4,5,NA,"S","100","80","N",NA
"C2001T","PIPJ",4.1,177,"O","U","N","3.0",214,21,22,7,NA,"CS","30","80","Y",NA
"C2006C","PILA",3.9,67,"O","U","SD1",NA,132,125,4,12,NA,"S","70","90","N",NA
"C2006C","PILA",3.8,63,"M","U","N",NA,99,94,4,10,NA,"S","60","100","N",NA
"C2006C","PIPJ",5.9,56,"O","U","N","1.7",145,132,10,11,NA,"S","25","60","N",NA
"C2006C","ABCO",8.4,53,"U","N","N",NA,32,29,3,7,NA,"S","50","74","N",NA
"C2006C","PILA",7,248,"O","U","N",NA,56,51,5,6,NA,"S","60","52","N",NA
"C2006C","PIPJ",8.5,52,"U","N","N",NA,29,18,7,3,NA,"S","95","80","N",NA
"C2006C","ABCO",9.3,319,"O","U","N",NA,26,23,2,7,NA,"NONE",NA,NA,"N",NA
"C2006C","PIPJ",7.8,44,"O","U","N",NA,122,110,10,8,NA,"C","40","80","N",NA
"C2006C","ABCO",7,320,"U","U","SD2",NA,28,27,4,7,NA,"S","70","60","N",NA
"C2006C","PIPJ",8.1,44,"M","N","N",NA,55,47,8,8,NA,"CS","70","63","N",NA
"C2006C","PIPJ",7.7,48,"U","N","N",NA,122,108,12,9,NA,"C","40","95","N",NA
"C2006C","PIPJ",8.5,205,"M","N","SD2",NA,34,31,6,4,NA,"S","60","76","N","base is under fallen snag"
"C2006C","PILA",9.8,199,"M","N","N",NA,24,22,2,6,NA,"S","95","30","N",NA
"C2006C","PILA",8.5,45,"M","N","N",NA,62,58,3.5,8,NA,"CS","80","68","N",NA
"C2006C","PILA",8.5,42,"O","U","N","3.5",210,195,14,13,NA,"S","70","72","N",NA
"C2006C","PILA",8.5,205,"M","N","N",NA,31,27,4,4,NA,"S","95","30","N",NA
"C2006C","PILA",10.36,101,"U","N","N",NA,30,27,1,5,NA,"S","60","35","N",NA
"C2006C","PILA",10.36,101,"U","N","N",NA,26,24,2,7,NA,"S","60","35","N",NA
"C2006C","PILA",8.36,116,"M","N","N",NA,31,28,5,7,NA,"NONE",NA,NA,"N","No comp but under stump"
"C2006C","ABCO",5.09,102,"U","U","N",NA,31,26,5,7,NA,"S","100","40","N",NA
"C2006C","PIPJ",10.4,38,"O","U","N","0.6",147,134,9,9,NA,"S","70","70","N",NA
"C2006C","PIPJ",8.1,177,"M","N","N",NA,55,49,15,6,NA,"S","70","60","N",NA
"C2006C","PILA",8,11,"U","N","N",NA,43,37,2,7,NA,"S","95","75","N",NA
"C2006C","ABCO",5.5,184,"U","N","N",NA,28,27,2,7,NA,"S","95","50","N",NA
"C2006C","PILA",8,11,"U","N","N",NA,35,32,4,7,NA,"S","95","75","N",NA
"C2006C","PILA",10,1,"M","N","SD1",NA,41,34,5,6,NA,"S","50","72","N",NA
"C2006T","PILA",10.7,244,"O","U","N",NA,65,58,2.5,7,NA,"S","100","15","N",NA
"C2006T","PILA",6.7,5,"U","N","N",NA,33,31,1.5,7,NA,"S","95","82","N",NA
"C2006T","PILA",6.7,5,"U","N","N",NA,47,43,3,8,NA,"S","95","82","N",NA
"C2006T","PILA",11,234,"O","N","SD1",NA,27,23,5,5,NA,"S","30","10","N",NA
"C2006T","PILA",11.3,265,"M","U","N",NA,37,34,2,7,NA,"S","30","40","N",NA
"C2006T","ABCO",9,13,"U","N","N",NA,31,28,2,8,NA,"SC","50","100","N",NA
"C2006T","PILA",10.45,100,"M","N","N",NA,37,33,4,5,NA,"S","50","25","N",NA
"C2006T","PILA",10.5,221,"O","U","N",NA,29,23,5,5,NA,"S","40","25","N",NA
"C2006T","PILA",4.61,119,"M","N","N",NA,49,43,4,6,NA,"S","100","55","N",NA
"C2006T","PILA",10.3,114,"O","N","N",NA,26,20,4,4,NA,"S","10","12","N",NA
"C2006T","PILA",8.01,159,"O","N","SD2",NA,57,53,2,7,NA,"S","70","35","N",NA
"C2006T","PILA",8.67,153,"O","N","N",NA,41,33,5,6,NA,"S","20","30","N",NA
"C2006T","PILA",9.21,152,"O","N","N",NA,44,37,4,6,NA,"S","30","35","N",NA
"C2006T","PILA",10.8,210,"O","N","N",NA,46,32,6,6,NA,"SC","30","35","N",NA
"C2006T","PILA",10.8,210,"M","N","SD1",NA,47,36,7,5,NA,"SC","30","35","N",NA
"C2006T","PILA",10.8,210,"O","N","N",NA,43,35,8,4,NA,"SC","30","35","N",NA
"C2006T","ABCO",8.9,357,"U","N","N",NA,56,51,4,9,NA,"S","100","95","N",NA
"C2006T","ABCO",9.2,358,"U","N","N",NA,72,69,1,9,NA,"S","100","95","N",NA
"C2006T","PILA",10.51,165,"O","Y","N","0.8",145,119,22,8,NA,"S","10","50","N",NA
"C2006T","ABCO",11,354,"U","N","N",NA,64,61,5,14,NA,"SC","100","110","N",NA
"C2006T","ABCO",11,352,"U","N","N",NA,79,72,6,16,NA,"SC","100","110","N",NA
