"PlotID","Species","Distance","Bearing","OMU","Planted","SnagDamage","DBH","TotHeight","LYHeight","LYGrowth","BudScars","Sprouts","CompType","CompCover","CompHeight","Subsample","Comments"
"C2006T","ABCO",11,348,"U","N","N",NA,63,58,4,18,NA,"SC","100","110","N",NA
"C2006T","PILA",1.68,290,"M","N","N",NA,25,20,3,6,NA,"S","60","15","N",NA
"C2006T","PILA",9.5,208,"U","N","N",NA,57,44,13,5,NA,"SC","100","85","N",NA
"C2006T","PILA",9.5,206,"U","N","SD2",NA,43,43,10,4,NA,"SC","100","85","N",NA
"C2006T","PILA",9.4,208,"U","N","SD1",NA,68,49,12,4,NA,"SC","100","85","N",NA
"C2006T","PILA",4.2,333,"O","N","N",NA,57,53,2,8,NA,"S","90","50","N",NA
"C2006T","PILA",11,287,"M","U","N",NA,45,28,2,8,NA,"S","50","45","N",NA
"C2006T","PILA",8.2,284,"O","N","N",NA,36,27,7,6,NA,"S","40","25","N",NA
"C2006T","PILA",3.93,276,"O","N","N",NA,27,21,3,5,NA,"S","40","25","N",NA
"C2006T","PILA",8.8,214,"O","U","N",NA,82,55,9,7,NA,"S","50","13","N",NA
"C2006T","PILA",8.05,292,"O","U","N",NA,54,46,7,8,NA,"S","10","13","N",NA
"C2006T","PILA",7.4,186,"O","U","N",NA,69,57,10,6,NA,"S","5","15","N",NA
"C2006T","PILA",9.8,186,"O","N","N",NA,50,38,6,6,NA,"NONE",NA,NA,"N","competition with standing snag"
"A4022T","ABMA",7.7,188,"U","U","N",NA,50,45,3,9,NA,"S","100","160","N","distance is tape estimate"
"A4022T","PILA",10.27,285,"U","U","N",NA,54,48,6,8,NA,"S","100","80","N",NA
"A4022T","AMBA",5.4,192,"U","U","N",NA,66,63,5,8,NA,"S","100","140","N","distance is tape estimate"
"A4022T","ABCO",6.38,280,"U","N","N",NA,33,30,3,8,NA,"S","70","120","N",NA
"A4168C","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A4168T","ABCO",11.3,180,"U","U","SD",NA,82,69,6,12,NA,"S","100","210","N",NA
"A4168T","PSME",4.2,223,"M","N","N",NA,66,66,3,6,NA,"S","60","130","N",NA
"A4168T","ABMA",1.2,26,"U","U","N",NA,39,38,10,10,NA,"S","80","170","N","browsed"
"A4168T","PSME",6.42,202,"U","N","SD1",NA,30,28,3,6,NA,"S","100","115","N","browsed"
"A4168T","PSME",10.29,195,"U","U","N",NA,88,82,10,9,NA,"S","90","125","N","browsed"
"A4168T","ABCO",5.5,122,"U","N","N",NA,48,43,7,7,NA,"S","95","200","N",NA
"A4168T","PSME",5.76,30,"U","N","N",NA,26,23,5,5,NA,"S","100","120","N","browsed"
"A4168T","ABCO",10.4,25,"U","N","N",NA,36,26,1,6,NA,"S","100","140","N",NA
"A4168T","ABCO",3.31,315,"U","N","N",NA,34,30,4,6,NA,"S","100","250","N",NA
"A4168T","ABCO",6.05,307,"U","N","N",NA,74,70,4,7,NA,"S","100","200","N",NA
"A4172C","PIPJ",9.33,138,"M","N","N",NA,57,43,7,6,NA,"S","40","80","N","Base under a snag"
"A4172C","PIPJ",9.44,144,"O","N","SD1",NA,35,32,4,4,NA,"S","20","83","N",NA
"A4172T","PIPJ",11.03,56,"O","N","N","1.5",166,135,31,6,NA,"S","95","87","N",NA
"A4176C","PIPJ",4.38,296,"U","N","N",NA,25,16,5.5,4,NA,"S","55","50","N",NA
"A4176T","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A4177T","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1015C","QUKE",9.3,91,"O","N","N","9.2",800,NA,NA,NA,5,"S","100","170","N",NA
"B1015C","QUCH",11,222,"O","N","N","8.6",450,NA,NA,NA,3,"S","20","250","N",NA
"B1015C","QUCH",9.3,14,"M","N","N","3",350,NA,NA,NA,4,"SH","100","300","N",NA
"B1015C","QUCH",9.3,108,"O","N","SD2","4.8",410,NA,NA,NA,3,"SH","80","200","N",NA
"B1015C","CADE",10.5,214,"U","N","N",NA,34,27,5,NA,NA,"SH","50","180","N","mostly surrounded by a big rock and snag"
"B1015C","QUCH",10.8,142,"O","N","SD2","4.4",330,NA,NA,NA,4,"S","50","200","N",NA
"B1015C","QUCH",8.5,34,"M","N","SD1","2",340,NA,NA,NA,4,"SH","100","300","N",NA
"B1015C","QUCH",4.7,120,"U","N","N","1.3",195,NA,NA,NA,2,"SH","100","250","N",NA
"B1015C","QUKE",1.46,114,"O","N","SD1","18",700,NA,NA,NA,7,"S","100","200","N",NA
"B1015C","QUCH",4.9,166,"M","N","SD1","6.5",430,NA,NA,NA,4,"H","40","500","N",NA
"B1015C","QUCH",4.3,80,"U","N","N","2.8",300,NA,NA,NA,1,"SH","90","210","N",NA
"B1015C","QUCH",8.7,22,"M","N","N","1.5",220,NA,NA,NA,4,"S","95","210","N",NA
"B1015C","QUCH",6,239,"M","N","SD1","3",300,NA,NA,NA,3,"S","50","160","N",NA
"B1015C","QUCH",9.2,38,"M","N","SD2","3",190,NA,NA,NA,4,"S","100","210","N",NA
"B1015C","QUKE",3.8,351,"O","N","SD1","3",330,NA,NA,NA,NA,"SH","95","160","N","seeded"
"B1015C","QUCH",4,276,"M","N","N","5",450,NA,NA,NA,8,"S","70","200","N",NA
"B1015C","QUCH",4.3,358,"O","N","N","4.5",310,NA,NA,NA,3,"S","90","150","N",NA
"B1015C","QUCH",4.7,72,"M","N","N","4.5",400,NA,NA,NA,2,"HS","100","300","N",NA
"B1015C","QUKE",7.5,300,"O","N","N","10.5",830,NA,NA,NA,2,"S","30","300","N",NA
"B1015C","QUCH",10.1,306,"O","N","N","5.5",560,NA,NA,NA,8,"SH","40","250","N",NA
"B1015C","QUCH",7.5,280,"U","N","N","2.7",360,NA,NA,NA,3,"H","100","400","N",NA
"B1015C","QUCH",10,242,"O","N","N","7.5",350,NA,NA,NA,2,"S","400","150","N",NA
"B1015C","QUCH",8.5,337,"M","N","N","1.2",210,NA,NA,NA,2,"S","100","290","N",NA
"B1015T","QUCH",3,100,"O","N","N",NA,123,NA,NA,NA,NA,"S","90","32","N",NA
"B1015T","QUKE",3.3,116,"O","N","N",NA,64,NA,NA,NA,NA,"S","90","32","N",NA
"B1015T","QUCH",2.6,23,"O","N","N","5.2",400,NA,NA,NA,10,"S","100","140","N",NA
"B1015T","QUKE",1.6,81,"O","N","N",NA,110,NA,NA,NA,NA,"SH","100","75","N",NA
"B1015T","PIPJ",4,152,"O","N","SD1",NA,57,47,4,6,NA,"S","40","25","N",NA
"B1015T","PIPJ",3.7,75,"M","N","N",NA,28,25,4,4,NA,"S","100","37","N",NA
"B1015T","QUCH",3.6,180,"O","N","N","4.5",400,NA,NA,NA,13,"SH","100","200","N",NA
"B1015T","CADE",5.5,81,"O","N","N",NA,72,NA,NA,NA,NA,"S","100","33","N",NA
"B1015T","PIPJ",3.7,30,"M","N","N","4.3",280,240,45,9,NA,"SH","100","150","N",NA
"B1015T","QUCH",8.3,220,"O","N","SD2","6.0",450,NA,NA,NA,16,"SHC","100","300","N",NA
"B1015T","PIPJ",10.5,21,"O","Y","N","15.0",750,690,55,12,NA,"SC","20","140","N",NA
"B1015T","QUCH",7,126,"O","N","SD1","6.0",450,NA,NA,NA,8,"S","100","32","N",NA
"B1015T","PIPJ",8,27,"O","Y","N","13.9",770,710,70,11,NA,"SC","40","140","N",NA
"B1015T","QUCH",10.6,204,"M","N","N","4.0",300,NA,NA,NA,2,"SH","100","200","N",NA
"B1015T","PIPJ",8,30,"M","U","N","4.0",330,280,51,10,NA,"SH","80","140","N",NA
"B1015T","QUCH",8.33,267,"M","N","N","1.0",220,NA,NA,NA,NA,"SHC","100","300","N",NA
"B1015T","QUKE",3.38,232,"M","N","N","0.5",170,NA,NA,NA,NA,"SH","100","200","N",NA
"B1015T","QUCH",10.56,242,"O","N","SD2","5.0",400,NA,NA,NA,3,"SH","100","300","N",NA
"B1015T","QUKE",5.4,354,"O","N","SD1","10.1",500,NA,NA,NA,6,"SH","40","140","N",NA
"B1015T","QUCH",7.1,64,"O","N","N","6.0",400,NA,NA,NA,5,"SH","100","145","N",NA
"B1015T","QUCH",8,64,"O","N","N","5.0",420,NA,NA,NA,10,"SH","100","150","N",NA
"B1015T","PIPJ",8.66,271,"M","U","SD1","10.0",650,590,70,10,NA,"SH","100","400","N",NA
"B1015T","QUCH",9,3,"M","N","SD1","1.0",170,NA,NA,NA,4,"SH","60","100","N",NA
"B1015T","QUCH",11,30,"O","N","N","4.4",410,NA,NA,NA,3,"SG","80","35","N",NA
"B1015T","QUCH",10.4,70,"O","N","SD1","10.0",530,NA,NA,NA,12,"FH","100","150","N",NA
"B1015T","QUCH",4.95,4,"U","N","SD1","1.0",172,NA,NA,NA,1,"S","90","200","N","Base hidden by log. Resprout"
"D1017C","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA
"D1017T","PIPJ",7.23,144,"O","U","N",NA,92,86,7,6,NA,"S","100","75","N",NA
"D1017T","PIPJ",5.83,116,"M","Y","N",NA,56,52,3,8,NA,"S","100","52","N",NA
"D1017T","PIPJ",10.89,79,"U","N","N",NA,37,36,3,4,NA,"S","90","55","N",NA
"D1017T","PIPJ",3.3,0,"O","Y","SD2",NA,66,59,9,7,NA,"S","70","80","N",NA
"D1017T","PIPJ",10.08,24,"O","Y","N",NA,58,52,6,7,NA,"S","100","45","N",NA
"D1017T","PIPJ",0.8,326,"M","U","N",NA,48,34,22,3,NA,"S","100","55","N",NA
"D1017T","PIPJ",4.4,316,"O","Y","SD1",NA,63,55,8,7,NA,"S","50","60","N",NA
"D1017T","ABCO",7.76,9,"U","N","N",NA,38,35,10,4,NA,"S","100","60","N",NA
"D1017T","PIPJ",7.27,13,"U","U","N",NA,35,29,4,5,NA,"S","70","55","N","stunted"
"D1017T","ABCO",8.07,13,"U","N","N",NA,26,24,5,4,NA,"S","100","60","N",NA
"D1017T","ABCO",5.9,344,"M","U","SD1",NA,31,25,6,5,NA,"S","70","65","N",NA
"D1017T","PIPJ",8.1,198,"U","N","N",NA,29,18,8,4,NA,"S","80","50","N",NA
"D1017T","PIPJ",11.1,297,"O","Y","SD2",NA,71,64,8,8,NA,"S","90","60","N",NA
"D1017T","PIPJ",8.5,251,"M","U","N",NA,58,53,5,6,NA,"S","100","50","N",NA
"D1017T","PIPJ",8.57,265,"M","U","N",NA,51,43,5,6,NA,"S","100","50","N",NA
"D1025C","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1025T","PIPJ",5.66,48,"M","U","N",NA,117,93,17,6,NA,"SG","100","90","N",NA
"D1097C","QUKE",7.04,15,"O","N","N","3.5",300,NA,NA,NA,4,"GHSF","90","30","N",NA
"D1097C","QUKE",6.2,268,"O","N","N",NA,110,NA,NA,NA,2,"FG","10","7","N",NA
"D1097C","QUKE",4.81,5,"O","N","N","2.5",275,NA,NA,NA,2,"GHSF","95","200","N",NA
"D1097C","QUKE",7.2,123,"O","N","N","3.2",300,NA,NA,NA,7,"GF","100","20","N",NA
"D1097C","QUKE",2.16,308,"O","N","N",NA,103,NA,NA,NA,NA,"SGF","80","45","N","seeded"
"D1097C","QUKE",8.3,94,"O","N","N",NA,71,NA,NA,NA,NA,"GF","40","15","N","seeded"
"D1097C","QUKE",4.29,318,"O","N","N","2",200,NA,NA,NA,3,"FSG","100","105","N",NA
"D1097C","PIPJ",10,40,"O","U","N",NA,66,53,8,8,NA,"SGF","50","45","N",NA
"D1097C","QUKE",6.88,340,"M","N","N","6.5",400,NA,NA,NA,1,"GHSF","95","400","N","attached to live prefire oak"
"D1097C","QUKE",6.79,330,"M","N","N","8",450,NA,NA,NA,2,"SFGH","100","400","N","attached to live prefire oak"
"D1006C","PIPJ",5.05,147,"O","U","N",NA,111,97,15,8,NA,"SH","50","100","N",NA
"D1006C","QUKE",10.6,346,"O","N",NA,"3.2",280,NA,NA,NA,14,"SGH","90","62","Y","Transect distance"
"D1006C","PIPJ",8.7,137,"O","N","N",NA,49,40,9,6,NA,"S","50","40","N",NA
"D1006C","QUKE",9.7,358,"O","N",NA,"1.3",210,NA,NA,NA,4,"GH","80","88","Y",NA
"D1006C","QUKE",5.2,210,"O","N",NA,"3.0",400,NA,NA,NA,5,"SH","95","100","Y","Transect distance"
"D1006C","QUKE",5.6,348,"O","N",NA,"5.1",350,NA,NA,NA,5,"SH","40","120","Y","Transect distance"
"D1006C","PIPJ",6.94,106,"O","N","N",NA,79,68,8,8,NA,"NONE",NA,NA,"N","Bearing estimate"
"D1006C","QUKE",6.2,348,"O","N",NA,"2.4",290,NA,NA,NA,1,"HG","100","120","Y",NA
"D1006C","PIPJ",3.21,338,"O","N","N",NA,26,23,2,4,NA,"SF","5","5","N",NA
"D1006T","PIPJ",4.74,312,"U","N","N",NA,27,21,7,5,NA,"S","100","35","N",NA
"D1006T","PIPJ",10.9,6,"M","N","N",NA,25,20,4,5,NA,"S","70","45","N",NA
"D1006T","PIPJ",10.6,178,"M","N","N",NA,44,38,5,5,NA,"S","95","40","N","used tape to measure"
"D1006T","PIPJ",9.48,188,"M","N","N",NA,43,40,4,5,NA,"S","100","50","N",NA
"D1006T","PIPJ",6.2,99,"O","N","SD1",NA,71,57,12,4,NA,"S","90","50","N","base under a snag"
"D1006T","PIPJ",9.92,160,"M","U","N",NA,40,38,7,7,NA,"S","80","50","N",NA
"D1006T","PIPJ",9.37,134,"O","N","N",NA,53,45,6,5,NA,"S","90","55","N",NA
"D1006T","PIPJ",9.2,56,"M","N","SD1",NA,65,50,11,5,NA,"S","80","70","N","base covered"
"D1006T","PIPJ",8.8,34,"U","N","N",NA,30,24,4,5,NA,"S","60","40","N",NA
"D1006T","PIPJ",4.7,19,"U","N","SD1",NA,26,20,6,4,NA,"S","100","50","N",NA
"D1008T","ABMA",0.5,282,"M","U","N",NA,30,27,2,9,NA,"S","30","45","N",NA
"D1008T","ABMA",10.73,183,"O","U","N",NA,31,29,3,8,NA,"S","30","35","N",NA
"D1008T","ABMA",4.4,22,"M","U","N",NA,32,29,3,8,NA,"S","90","27","N",NA
"D1008T","ABMA",2.7,356,"O","N","N",NA,28,25,11,5,NA,"S","70","26","N",NA
"D1008T","ABMA",2.7,356,"O","N","N",NA,41,37,7,7,NA,"S","70","26","N",NA
"D1008T","ABMA",10.65,172,"M","Y","N",NA,47,36,3,9,NA,"S","60","45","N",NA
"D1008T","PIPJ",8,87,"M","N","SD1",NA,28,23,3,5,NA,"S","100","30","N",NA
"D1008T","ABMA",9.93,156,"O","U","SD2",NA,40,36,2,7,NA,"S","80","40","N",NA
"D1008T","ABMA",11.22,138,"O","U","N",NA,45,38,5,7,NA,"S","90","45","N",NA
"D1008T","ABMA",10,119,"O","U","N",NA,50,45,4,7,NA,"S","70","40","N",NA
"D1008T","ABMA",8.98,235,"O","Y","N",NA,26,21,3,8,NA,"S","40","40","N",NA
"D1008T","ABMA",5.2,247,"O","U","SD2",NA,31,27,2.5,8,NA,"S","20","20","N",NA
"D1008T","ABMA",6.93,297,"U","U","N",NA,31,28,3,8,NA,"S","80","55","N",NA
"D1008T","PIPJ",9.99,299,"U","N","N",NA,64,50,7,6,NA,"S","90","60","N",NA
"D1008T","ABMA",7,336,"U","U","SD1",NA,70,63,5,8,NA,"S","50","70","N",NA
"D1008T","ABMA",7,336,"U","U","SD2",NA,44,30,15,5,NA,"S","50","70","N","Base under snag so hard to read bud scars"
"D1008T","PIPJ",10.86,345,"O","N","SD1",NA,37,33,4,6,NA,"S","60","29","N",NA
"D1009T","PIPJ",6.2,254,"M","U","N",NA,39,35,6,6,NA,"SC","90","40","N",NA
"D1009T","PIPJ",10.6,83,"O","Y","N",NA,63,57,5,8,NA,"S","40","45","N",NA
"B1014C","QUCH",8.68,33,"U","N",NA,NA,60,NA,NA,NA,NA,"S","80","104","N",NA
"B1014C","QUCH",9.9,83,"O","N",NA,"3.6",390,NA,NA,NA,4,"S","100","230","N",NA
"B1014C","QUCH",8.97,71,"M","N",NA,NA,90,NA,NA,NA,NA,"S","50","170","N","Seeded, partly crushed"
"B1014C","QUCH",8.01,56,"O","N",NA,NA,71,NA,NA,NA,3,"S","40","140","N","might be same as tree above"
"B1014C","QUCH",10,352,"O","N",NA,"1.3",205,NA,NA,NA,3,"S","80","150","N","transect est."
"B1014C","QUCH",2,194,"U","N",NA,"2",175,NA,NA,NA,4,"S","100","200","N","transect est."
"B1014C","QUCH",11.2,349,"O","N",NA,"1.9",280,NA,NA,NA,4,"S","90","220","N",NA
"B1014C","QUCH",8.7,337,"M","N",NA,"1.3",190,NA,NA,NA,4,"S","80","250","N","crushed by snag, transect est."
"B1014C","QUCH",4.7,182,"M","N",NA,"3.4",410,NA,NA,NA,5,"S","100","260","N","transect est."
"B1014C","QUCH",9.9,324,"M","N",NA,"1.0",220,NA,NA,NA,3,"S","90","250","N","transect est."
"B1014C","QUCH",6.55,326,"O","N",NA,"7.5",385,NA,NA,NA,1,"S","90","250","N",NA
"B1014C","QUCH",11.3,122,"O","N",NA,"2.9",330,NA,NA,NA,4,"S","95","250","N","transect est."
"B1014C","QUCH",5,145,"U","N",NA,"1",190,NA,NA,NA,7,"SH","100","230","N","transect est."
"B1014C","QUCH",7.3,172,"U","N",NA,"1.9",200,NA,NA,NA,3,"S","100","250","N","trasect est."
"B1014C","QUCH",4.5,332,"O","N",NA,"2.9",300,NA,NA,NA,4,"S","100","250","N",NA
"B1014C","QUCH",7.55,270,"M","N",NA,"0.9",200,NA,NA,NA,1,"SG","100","120","N",NA
"B1014C","QUCH",6,154,"M","N",NA,"1.5",183,NA,NA,NA,1,"S","100","200","N","transect est."
"B1014C","QUCH",8.4,253,"O","N",NA,"2.1",210,NA,NA,NA,3,"S","90","250","N","crushed by snag"
"B1009C","QUKE",9.02,221,"O","N",NA,"8",620,NA,NA,NA,4,"S","100","275","N",NA
"B1009C","QUCH",11.3,8,"O","N",NA,"4.0",390,NA,NA,NA,5,"S","80","240","Y","(south transect); transect est."
"B1009C","QUCH",7.3,182,"M","N",NA,NA,70,NA,NA,NA,2,"SH","50","180","Y","(north transect); transect est."
"B1009C","QUCH",6,187,"M","N",NA,NA,78,NA,NA,NA,2,"S","80","180","Y","N; transect distance est."
"B1009C","QUCH",3.5,168,"M","N",NA,"1.5",200,NA,NA,NA,3,"S","70","210","Y","N; transect distance est."
"B1009C","QUKE",4.88,109,"O","N",NA,"7.5",570,NA,NA,NA,3,"SH","70","290","N","has acorns"
"D1010T","PIPJ",5.67,190,"M","U","N",NA,44,37,6,6,NA,"S","100","30","N",NA
"D1010T","PIPJ",5.1,128,"M","N","N",NA,27,16,7,4,NA,"S","40","57","N",NA
"D1010T","PIPJ",5.85,219,"M","U","N",NA,35,33,1.5,5,NA,"S","95","28","N",NA
"D1010T","PIPJ",4.57,193,"O","U","N",NA,56,49,5,7,NA,"SC","95","45","N",NA
"D1010T","PIPJ",4.81,193,"O","U","N",NA,36,32,4,6,NA,"SC","95","55","N",NA
"D1010T","ABCO",8.56,203,"U","U","N",NA,27,25,2,6,NA,"SF","100","45","N",NA
"E0039I","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E0046I","PIJE",10.28,157,"O","Y","N","6.28",240,220,10,18,NA,"G","90","30","N",NA
"E0051I","PIPO",0.63,253,"O","Y","N","25.3",930,870,70,18,NA,"SG","100","30","N","Cones"
"E0051I","PIJE",6.15,135,"O","Y","N","14.4",500,460,50,15,NA,"SG","100","45","N",NA
"E0051I","PIPO",10.18,120,"O","Y","N","15.8",410,370,40,17,NA,"G","90","30","N",NA
"E0051I","PIPJ",4,301,"O","U","N","1.3",174,160,10,14,NA,"S","10","35","N",NA
"E0049I","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E0052I","PIPJ",7,17,"O","Y","N","13",470,440,35,17,NA,"FG","80","50","N",NA
"E0052I","PIPJ",9.3,42,"O","N","N",NA,90,78,13,11,NA,"FG","90","52","N",NA
"E0043I","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E0087C","PIPJ",7.84,269,"O","U","N","1",155,143,10,15,NA,"S","70","80","N",NA
"E0090T","PIPJ",4.18,78,"O","U","N",NA,133,125,8,14,NA,"S","100","50","N",NA
"E0090T","PIPJ",7.87,112,"O","Y","N",NA,126,118,9,17,NA,"S","100","52","N",NA
"E0090T","PIPJ",7.08,163,"O","Y","N","1.6",154,143,12,16,NA,"S","100","68","N",NA
"E0090T","PIPJ",6.8,245,"O","Y","N","4.0",205,194,16,17,NA,"S","10","25","N",NA
"E0090T","PIPJ",7.42,173,"O","Y","N","3",206,186,19,15,NA,"S","100","59","N",NA
"E0090T","PIPJ",7.8,102,"M","N","N",NA,81,72,9,7,NA,"S","95","90","N",NA
"E0090T","PIPJ",6.5,210,"O","U","N",NA,99,90,10,11,NA,"S","80","35","N",NA
"E0090T","PIPJ",3.62,132,"O","U","N",NA,103,99,6,14,NA,"S","80","40","N",NA
"E0090C","PILA",4.16,339,"O","Y","N","1.5",151,144,9,19,NA,"S","95","55","N",NA
"E0090C","PIPJ",5.27,359,"O","N","N",NA,83,75,4,9,NA,"CS","100","70","Y","Transect"
"E0090C","PIPJ",4.89,347,"O","U","N",NA,132,123,7,16,NA,"S","95","50","Y","transect"
"E0090C","PIPJ",3.87,14,"O","U","N",NA,87,83,5,16,NA,"S","100","50","Y","transect, leader deformed"
"E0090C","ABMA",8,133,"U","N","N",NA,65,60,4,9,NA,"S","95","90","N",NA
"E0090C","PIPJ",7.43,6,"O","U","N",NA,110,107,5,15,NA,"S","90","70","Y","transect"
"E0090C","ABMA",10.5,140,"O","Y","N",NA,131,123,3,16,NA,"S","100","115","N",NA
"E0090C","ABMA",10.5,134,"O","Y","N","3.4",218,205,5,17,NA,"S","100","115","N",NA
"E0090C","ABMA",11.2,141,"O","U","SD1","0.4",140,115,7,14,NA,"SC","100","130","N",NA
"E0090C","PIPJ",10.29,359,"O","U","N","5.5",260,240,15,17,NA,"S","95","80","Y","transect"
"E0090C","PILA",3.04,289,"M","U","N",NA,102,98,6,17,NA,"S","100","90","N",NA
"E0090C","PILA",2.5,16,"U","N","SD2",NA,28,28,6,5,NA,"S","100","80","N","transect estimate."
"E0090C","PILA",9.5,120,"O","Y","SD1",NA,129,121,4,17,NA,"S","100","110","N",NA
"E0090C","ABMA",8.9,96,"O","Y","N","0.5",146,125,6,19,NA,"S","100","115","N",NA
"E0090C","PILA",3.5,151,"M","U","N",NA,49,48,3,11,NA,"S","90","60","N",NA
"E0090C","ABCO",5.84,198,"U","Y","N",NA,75,70,3,20,NA,"S","100","100","N",NA
"E0090C","PILA",3.5,270,"U","N","SD1",NA,33,29,4,7,NA,"S","100","95","N",NA
"E0090C","ABMA",7.7,47,"O","Y","N","2.0",190,177,4.5,21,NA,"S","100","85","N",NA
"E0090C","PILA",9.5,51,"M","Y","SD1",NA,120,116,3,19,NA,"SC","95","85","N",NA
"E0090C","ABCO",9.6,50,"U","N","N",NA,39,35,3,11,NA,"SC","95","85","N",NA
"E0090C","PILA",9.7,46,"M","U","N",NA,87,83,2.5,14,NA,"S","90","85","N",NA
"E0090C","ABMA",7.3,44,"M","U","N",NA,75,75,1,17,NA,"CS","100","80","N","leader is missing"
"E0090C","ABCO",7,24,"U","N","N",NA,56,53,4,11,NA,"S","100","85","N",NA
"E0087T","PIPJ",2.15,280,"O","U","N",NA,118,104,11,14,NA,"S","50","40","N",NA
"E0087T","PIPJ",6.92,272,"O","U","N",NA,139,130,7,12,NA,"S","90","65","N",NA
"E0087T","PIPJ",9.88,288,"O","Y","N","2.6",172,159,14,16,NA,"S","60","40","N",NA
"E0087T","PIPJ",9.64,230,"O","Y","N","2.9",183,174,10,18,NA,"S","30","40","N",NA
"E0087T","ABCO",7.61,207,"O","Y","N",NA,86,74,8,15,NA,"S","100","60","N",NA
"E0087T","PIPJ",2.14,147,"O","N","N",NA,95,86,10,9,NA,"S","100","65","N",NA
"E0078T","PIPJ",10.62,328,"O","Y","N","1.2",174,160,12,16,NA,"S","90","60","N",NA
"E0078T","PIPJ",5.95,340,"O","Y","SD1",NA,95,90,7,16,NA,"S","50","40","N",NA
"E0078T","PIPJ",10.22,163,"O","Y","N","1.6",161,149,11,20,NA,"S","60","55","N",NA
"E0078T","PIPJ",10.9,48,"O","Y","N","5.3",225,200,20,15,NA,"S","80","55","N","Home to a colony of ants"
"E0078T","PIPJ",4,84,"O","N","SD1",NA,91,84,5,13,NA,"S","55","60","N",NA
"E0078T","PIPJ",9.22,134,"O","Y","N",NA,88,80,7,17,NA,"S","60","35","N",NA
"E0078T","PIPJ",3.4,130,"O","Y","N",NA,112,104,8,18,NA,"S","60","45","N",NA
"E0078T","PIPJ",10.08,127,"O","Y","N","3.2",225,200,18,18,NA,"S","30","25","N",NA
"E0078T","PIPJ",8.43,128,"O","N","N",NA,58,52,52,10,NA,"S","40","15","N",NA
"E0078T","PIPJ",9.59,108,"O","U","N",NA,134,123,8,16,NA,"S","95","65","N",NA
"E0078C","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E0072T","PIPJ",9.18,205,"O","Y","N",NA,130,121,10,17,NA,"S","80","30","N",NA
"E0072T","ABMA",7.21,219,"O","Y","N","2.4",233,200,27,17,NA,"S","40","50","N",NA
"E0072T","PIPJ",9.33,226,"O","U","N","1.0",147,129,14,14,NA,"S","90","60","N",NA
"E0072T","PIPJ",10.45,245,"O","Y","N","7.7",250,2230,17,20,NA,"S","50","60","N",NA
"E0072T","PIPJ",4.77,234,"O","Y","N","4.4",200,185,15,17,NA,"S","60","75","N",NA
"E0072T","ABMA",8.57,282,"O","Y","N","1.8",195,175,29,14,NA,"S","40","20","N",NA
"E0072T","PIPJ",6.6,122,"M","N","N",NA,124,117,9,12,NA,"S","10","120","N",NA
"E0072T","ABMA",10.58,282,"O","N","N","3.0",230,200,44,13,NA,"S","40","45","N",NA
"E0072T","ABCO",6.1,36,"O","Y","N","0.5",147,130,8,19,NA,"CS","95","110","N",NA
"E0072T","ABCO",6.1,36,"M","Y","N",NA,102,95,6,18,NA,"CS","95","120","N",NA
"E0072T","PIPJ",10.05,330,"O","U","N","1.2",151,135,12,12,NA,"S","80","80","N",NA
"E0072T","PIPJ",5.8,25,"O","Y","N","4",240,220,15,16,NA,"CS","50","100","N",NA
"E0072T","ABCO",10.5,28,"O","U","N",NA,139,124,14,15,NA,"S","100","100","N",NA
"E0072C","PIPJ",11.17,276,"O","Y","N","8.7",310,280,15,17,NA,"S","100","90","N",NA
"E0072C","ABCO",10.72,238,"M","N","N",NA,38,38,2,13,NA,"S","100","70","N","Damaged leader"
"E0072C","ABCO",6.46,93,"U","N","SD1",NA,56,50,8,12,NA,"S","100","90","N",NA
"E0072C","ABMA",7.3,63,"O","U","SD1",NA,116,112,4,18,NA,"S","100","100","N",NA
"E0072C","ABMA",11.3,340,"U","Y","N",NA,46,43,1,19,NA,"S","60","70","N",NA
"E2001I","PIPJ",8.99,11,"O","U","N","3.0",198,170,25,18,NA,"S","50","70","N",NA
"E2001I","PIPJ",7.4,21,"O","U","N",NA,100,99,4,14,NA,"S","70","80","N",NA
"E2001I","PIPJ",7.5,224,"O","N","N",NA,57,49,4,12,NA,"CS","40","71","N",NA
"E2001I","PIPJ",7.5,224,"O","N","N",NA,71,65,3,12,NA,"SC","70","68","N",NA
