"PlotID","Species","DBH","Height","L_Decay","Comments"
"A1157C","SNAG",30,4,"D4",NA
"A1157C","SNAG",15,6,"D3",NA
"A1157C","SNAG",15,8,"D3",NA
"A1157C","SNAG",15,7,"D3",NA
"A1157C","SNAG",30,4,"D4",NA
"A1157C","SNAG",15,4,"D3",NA
"A1096T","SNAG",45,5,"D4",NA
"A1096T","SNAG",30,4,"D4",NA
"A1096T","SNAG",15,5,"D2",NA
"A1096T","SNAG",60,5,"D4",NA
"A1096T","SNAG",15,7,"D3",NA
"A1096T","SNAG",15,5,"D2",NA
"A1096T","SNAG",60,4,"D4",NA
"A1096T","SNAG",60,4,"D4",NA
"A1096T","SNAG",15,4,"D3",NA
"A1096T","SNAG",15,4,"D3",NA
"A1096T","SNAG",15,6,"D2",NA
"A1096T","SNAG",45,6,"D4",NA
"B1022T","QUKE",30,10,"D3",NA
"B1022T","CADE",30,8,"D3",NA
"B1022T","CADE",38,7,"D3",NA
"B1004C","CADE",30.4,15,"L",NA
"B1004T","PIPO",69.7,37.2,"L",NA
"B1025C","CADE",15,3,"L",NA
"B1025C","QUKE",45,10,"D3",NA
"B1025C","QUKE",45,10,"D3",NA
"B1025C","SNAG",75,5,"D3",NA
"B1025C","CADE",45,15,"D2",NA
"B1025C","CADE",30,8,"D2",NA
"B1025C","SNAG",75,15,"D3",NA
"B1025C","CADE",15,3,"D2",NA
"B1025T","NONE",NA,NA,NA,NA
"B1022C","NONE",NA,NA,NA,NA
"A1041C","SNAG",60,20,"D2",NA
"A1041C","PSME",60,25,"L",NA
"A1041C","SNAG",15,6,"D2",NA
"A1041C","SNAG",15,7,"D2",NA
"A1041C","SNAG",75,20,"D2",NA
"A1041C","SNAG",30,10,"D4",NA
"A1041C","SNAG",45,7,"D3",NA
"A1041C","SNAG",30,5,"D4",NA
"A1041C","SNAG",15,3,"D3",NA
"A1041C","SNAG",15,3,"D3",NA
"A1041C","SNAG",15,15,"D3",NA
"A1041C","SNAG",30,7,"D3",NA
"A1041C","SNAG",30,3,"D4",NA
"A1041C","SNAG",90,25,"D2",NA
"A1041C","SNAG",15,5,"D2",NA
"A1041C","SNAG",15,5,"D2",NA
"A1041C","SNAG",15,5,"D2",NA
"A1147C","PIPJ",45,15,"L",NA
"A1147C","SNAG",15,5,"D3",NA
"A1147C","SNAG",15,3,"D3",NA
"A1147C","SNAG",15,5,"D3",NA
"A1147C","SNAG",15,5,"D3",NA
"A1147C","SNAG",15,3,"D3",NA
"A1147C","SNAG",15,3,"D3",NA
"A1147C","SNAG",15,10,"D4",NA
"A1147C","SNAG",30,20,"D3",NA
"A1147C","SNAG",30,10,"D4",NA
"A1147C","SNAG",15,6,"D3",NA
"A1147C","SNAG",60,20,"D3",NA
"A1147C","SNAG",15,10,"D2",NA
"A1147C","SNAG",45,20,"D1",NA
"A1147C","SNAG",15,4,"D0",NA
"A1147C","SNAG",90,10,"D1",NA
"A1147C","SNAG",15,3,"D2",NA
"A1147C","SNAG",15,5,"D3",NA
"A1147T","SNAG",105,30,"D1",NA
"A1147T","SNAG",15,5,"D3",NA
"A1147T","SNAG",60,6,"D4",NA
"A1147T","SNAG",30,10,"D3",NA
"A1147T","SNAG",15,5,"D3",NA
"A1041T","CADE",9,5,"D3",NA
"A1041T","FIR",20,12,"D2",NA
"A1041T","SNAG",18,13,"D3",NA
"A1041T","SNAG",55,5,"D4",NA
"A1041T","SNAG",62,4,"D4",NA
"A1041T","SNAG",48,3,"D4",NA
"A1041T","SNAG",13,7,"D3",NA
"A1041T","SNAG",27,9,"D2",NA
"A1041T","SNAG",9,5,"D3",NA
"A1041T","SNAG",18,10,"D2",NA
"A1041T","SNAG",55,10,"D4",NA
"A4247T","SNAG",45,4,"D5",NA
"A4247T","SNAG",30,4,"D4",NA
"A4247T","SNAG",30,5,"D4",NA
"A4247T","SNAG",30,5,"D4",NA
"A4247T","SNAG",30,3.5,"D5",NA
"A4247T","SNAG",30,5,"D5",NA
"A4247T","SNAG",45,3,"D5",NA
"A4247T","SNAG",15,5,"D2",NA
"A4247T","SNAG",30,4,"D4",NA
"A4248C","CADE",60,25,"D2",NA
"A4248C","SNAG",45,5,"D5",NA
"A4248C","SNAG",15,6.5,"D2",NA
"A4248C","SNAG",15,3,"D2",NA
"A4248C","CADE",15,8,"D2",NA
"A4248C","SNAG",30,5,"D5",NA
"A4248C","SNAG",15,4,"D2",NA
"A4248C","SNAG",30,4,"D5",NA
"A4248C","SNAG",30,20,"D3",NA
"A4248C","SNAG",15,9,"D3",NA
"A4248C","SNAG",45,9,"D5",NA
"A4248C","SNAG",45,12,"D5",NA
"A4248C","SNAG",30,10,"D5",NA
"A4248C","SNAG",15,9,"D5",NA
"A4248C","SNAG",45,15,"D4",NA
"A4248T","SNAG",15,6,"D2",NA
"A4248T","SNAG",15,4,"D2",NA
"A4167C","SNAG",30,3,"D5",NA
"A4167C","SNAG",15,3.5,"D4",NA
"A4167C","SNAG",90,5.5,"D5",NA
"A4167C","SNAG",90,22,"D2",NA
"A4167C","SNAG",90,24,"D2",NA
"A4167T","SNAG",30,3,"D4",NA
"A4167T","SNAG",15,4,"D4",NA
"A4167T","SNAG",15,3,"D4",NA
"A4167T","SNAG",30,5,"D4",NA
"A4167T","SNAG",30,3,"D4",NA
"A4167T","SNAG",75,9,"D5",NA
"A4167T","SNAG",45,20,"D2",NA
"A4167T","SNAG",15,10,"D3",NA
"A4167T","SNAG",15,4,"D4",NA
"A4167T","SNAG",30,5,"D4",NA
"A4167T","SNAG",15,5,"D3",NA
"A4167T","SNAG",15,4,"D3",NA
"A4167T","SNAG",15,9,"D3",NA
"A4167T","SNAG",45,20,"D2",NA
"A4012C","SNAG",45,3,"D5",NA
"A4012C","SNAG",30,3,"D4",NA
"A4012C","SNAG",15,7,"D3",NA
"A4012C","SNAG",45,20,"D3",NA
"A4012C","PIPJ",105,6,"D5",NA
"A4012C","SNAG",15,3,"D4",NA
"A4012C","CADE",90,25,"D2",NA
"A4012T","SNAG",15,15,"D2",NA
"A4012T","SNAG",30,4,"D4",NA
"A4012T","SNAG",30,8,"D4",NA
"A4012T","SNAG",100,30,"D2",NA
"A4012T","SNAG",15,10,"D2",NA
"A4012T","SNAG",30,20,"D2",NA
"A4012T","SNAG",15,5,"D4",NA
"A4012T","SNAG",30,7,"D4",NA
"A4012T","SNAG",15,4,"D4",NA
"A4012T","SNAG",15,12,"D2",NA
"A4012T","SNAG",15,13,"D2",NA
"B1002C","QUCH",31.7,18,"L",NA
"B1002C","SNAG",15,11,"D3",NA
"B1002C","QUCH",39.2,18,"L",NA
"B1002C","SNAG",15,6,"D3",NA
"B1002C","SNAG",15,7,"D3",NA
"B1002C","SNAG",15,7,"D3",NA
"B1002C","SNAG",45,9,"D5",NA
"B1002C","QUCH",22.1,9,"L",NA
"B1002C","QUCH",39.7,18,"L",NA
"B1002C","QUCH",34.4,18,"L",NA
"B1002C","QUCH",42.3,22,"L",NA
"B1002T","QUCH",15,4.5,"D3",NA
"B1002T","PIPJ",51.2,24,"L",NA
"B1002T","PIPJ",41.5,16.8,"L",NA
"B1002T","QUKE",39.2,8.7,"L",NA
"B1003C","QUCH",45,12,"D3",NA
"B1003C","QUCH",19,7.4,"L",NA
"B1003C","CADE",54.4,29,"L","Top killed"
"B1003C","CADE",45,20,"D1",NA
"B1003C","CADE",15,3.5,"D4",NA
"B1003C","CADE",105,4.5,"D4",NA
"B1003C","SNAG",15,11,"D2",NA
"B1003C","QUCH",15,6,"D3",NA
"B1003C","QUCH",30,15,"D3",NA
"B1003C","CADE",42,41,"L",NA
"B1017C","CADE",15,5,"D3",NA
"B1017C","QUCH",30,10,"D4",NA
"B1017C","CADE",45,15,"D5",NA
"B1017C","CADE",15,3,"D6",NA
"B1017T","QUKE",30,13,"D3",NA
"B1017T","QUCH",15,5,"D4",NA
"B1021C","SNAG",60,40,"D2",NA
"B1021C","QUKE",35,20,"D3",NA
"B1021C","CADE",120,45,"D2",NA
"B1021C","CADE",45,14,"D3",NA
"B1021C","CADE",75,20,"D3",NA
"B1021C","CADE",60,17,"D3",NA
"B1021C","SNAG",15,5,"D4",NA
"B1021C","CADE",69,35,"L",NA
"B1021C","SNAG",120,3.5,"D4",NA
"B1021T","SNAG",15,8,"D4",NA
"B1021T","SNAG",30,7,"D4",NA
"B1021T","SNAG",30,8,"D4",NA
"B1021T","SNAG",45,3,"D4",NA
"D1016T","SNAG",30,7,"D4",NA
"D1016T","SNAG",30,12,"D2",NA
"D1016T","SNAG",30,12,"D2",NA
"D1016T","SNAG",30,14,"D2",NA
"D1016T","SNAG",15,10,"D2",NA
"D1016T","SNAG",30,6,"D4",NA
"D1016C","NONE",NA,NA,NA,NA
"D1000T","SNAG",15,4,"D3",NA
"D1092T","QUKE",30,13,"D2",NA
"D1092C","SNAG",60,7,"D5",NA
"D1092C","SNAG",45,19,"D1",NA
"D1092C","PIPJ",50.2,21,"L",NA
"D1092C","PIPJ",42.5,19,"L",NA
"D1092C","PIPJ",57,20,"L",NA
"D1099T","QUKE",45,15,"D2",NA
"B1007T","QUCH",15,6,"D3",NA
"B1007T","QUCH",15,6,"D3",NA
"B1007T","QUCH",15,3,"D3",NA
"B1007C","NONE",NA,NA,NA,NA
"B1008C","NONE",NA,NA,NA,NA
"B1008T","QUCH",60,10,"D2",NA
"B1008T","QUKE",75,15,"D3",NA
"D1011C","SNAG",30,4,"D4",NA
"D1011C","SNAG",75,21,"D4",NA
"D1011C","SNAG",90,30,"D2",NA
"D1011C","SNAG",34,4,"D4",NA
"D1011C","SNAG",60,3,"D5",NA
"D1011C","SNAG",15,6,"D3",NA
"D1011C","SNAG",15,5,"D3",NA
"D1011C","SNAG",30,7,"D4",NA
"D1011C","SNAG",45,3,"D4",NA
"D1011C","SNAG",30,4,"D4",NA
"D1011C","SNAG",45,5,"D4",NA
"E0048I","SNAG",15,4,"D3",NA
"E0048I","SNAG",15,3,"D3",NA
"E0048I","SNAG",15,3,"D3",NA
"E0048I","SNAG",15,3,"D3",NA
"E0048I","SNAG",15,5,"D3",NA
"E0048I","SNAG",15,3,"D3",NA
"E0048I","SNAG",15,3,"D3",NA
"E0048I","SNAG",15,6,"D3",NA
"E0048I","SNAG",30,6,"D3",NA
"E0048I","SNAG",30,6,"D4",NA
"C2010C","SNAG",105,20,"D4",NA
"C2010C","SNAG",45,3.5,"D4",NA
"C2013T","SNAG",105,9,"D4",NA
"C2013T","CADE",30,7,"D2",NA
"C2013T","SNAG",15,8,"D3",NA
"C2013T","SNAG",110,11,"D5",NA
"C2012T","CADE",105,13,"D5",NA
"C2012T","SNAG",45,9,"D4",NA
"C2012T","SNAG",75,3,"D4",NA
"C2012T","SNAG",90,7.2,"D5",NA
"C2012T","CADE",45,7,"D2",NA
"C2012T","SNAG",75,8,"D5",NA
"C2012T","CADE",90,25,"D2",NA
"C2011T","SNAG",60,9,"D4",NA
"C2011T","SNAG",75,5,"D4",NA
"C2011T","SNAG",75,15,"D4",NA
"C2011T","SNAG",45,5,"D4",NA
"C2011T","SNAG",30,5,"D3",NA
"E0059I","NONE",NA,NA,NA,NA
"E0054I","NONE",NA,NA,NA,NA
"D1012T","ABMA",NA,0.4,"L",NA
"D1012T","ABMA",NA,0.8,"L",NA
"D1012T","ABMA",NA,0.9,"L",NA
"D1012T","ABMA",NA,0.9,"L",NA
"D1012T","ABMA",NA,0.7,"L",NA
"D1012T","ABMA",5.5,2.5,"L",NA
"D1012T","ABMA",8.7,3,"L",NA
"D1012T","ABMA",7.9,3,"L",NA
"D1012T","ABMA",4.5,2.3,"L",NA
"D1012T","ABMA",4.5,3,"L",NA
"D1012T","ABMA",6.7,3.5,"L",NA
"D1012T","ABMA",4.6,3,"L",NA
"D1012T","ABMA",NA,0.4,"L",NA
"D1012T","ABMA",NA,0.5,"L",NA
"D1012T","ABMA",NA,0.75,"L",NA
"D1012T","ABMA",6.6,3,"L",NA
"D1012T","ABMA",2.1,1.6,"L",NA
"D1012T","ABMA",11,4,"L",NA
"D1012T","ABMA",NA,1.1,"L",NA
"D1012T","ABMA",NA,1.2,"L",NA
"D1012T","ABMA",NA,1.2,"L",NA
"D1012T","ABMA",11.1,3.9,"L",NA
"D1012T","ABMA",7.5,3,"L",NA
"D1012T","ABMA",NA,1.1,"L",NA
"D1012T","ABMA",9.9,4.2,"L",NA
"D1012T","ABMA",0.6,1.5,"L",NA
"D1012T","ABMA",1.5,2,"L",NA
"D1012T","ABMA",5.1,2.9,"L",NA
"D1012T","ABMA",5.8,3,"L",NA
"D1012T","ABMA",NA,0.9,"L",NA
"D1012T","ABMA",NA,0.9,"L",NA
"D1012T","ABMA",1.6,1.6,"L",NA
"D1012T","ABMA",NA,1.1,"L",NA
"D1012T","ABMA",NA,0.5,"L",NA
"D1012T","ABMA",1.5,1.6,"L",NA
"D1012T","ABMA",2.9,2.1,"L",NA
"D1012T","ABMA",2.5,2,"L",NA
"D1012T","ABMA",1.8,2,"L",NA
"D1012T","ABMA",NA,0.6,"L",NA
"D1012T","ABMA",4.4,2.6,"L",NA
"D1012T","ABMA",NA,0.9,"L",NA
"D1012T","ABMA",NA,1,"L",NA
"D1012T","ABMA",NA,0.3,"L",NA
"D1012T","ABMA",NA,1.3,"L",NA
"D1012T","ABMA",NA,1.3,"L",NA
"D1012T","ABMA",1.6,1.5,"L",NA
"D1012T","ABMA",NA,0.6,"L",NA
"D1012T","ABMA",NA,0.7,"L",NA
"D1012T","ABMA",NA,0.5,"L",NA
"D1012T","ABMA",NA,0.5,"L",NA
"D1012T","ABMA",0.5,1.4,"L",NA
"D1012T","ABMA",0.7,1.5,"L",NA
"D1012T","ABMA",2.4,1.9,"L",NA
"D1012T","ABMA",4.9,2.8,"L",NA
"D1012T","ABMA",2.5,2,"L",NA
"D1012T","ABMA",8,3.8,"L",NA
"D1012T","ABMA",2.5,1.8,"L",NA
"D1012T","ABMA",3.6,2.1,"L",NA
"D1012T","ABMA",6.4,3,"L",NA
"D1012T","ABMA",1.1,1.6,"L",NA
"D1012T","ABMA",8.7,4.1,"L",NA
"D1012T","ABMA",2.6,2,"L",NA
"D1012T","ABMA",4.8,3,"L",NA
"D1012T","ABMA",4.5,2.5,"L",NA
"D1012T","ABMA",4.6,2.2,"L",NA
"D1012T","ABMA",5.9,2.7,"L",NA
"D1012T","ABMA",2.2,2.1,"L",NA
"D1012T","ABMA",1.3,1.7,"L",NA
"D1012T","ABMA",2.9,2,"L",NA
"D1012T","ABMA",3.9,2,"L",NA
"D1012T","ABMA",5.9,3,"L",NA
"D1012T","ABMA",1,1.5,"L",NA
"D1012T","ABMA",4.4,2,"L",NA
"D1012T","ABMA",4.4,2,"L",NA
"D1012T","ABMA",4.4,2,"L",NA
"D1012T","ABMA",7.1,3.9,"L",NA
"D1012T","ABMA",1,1.5,"L",NA
"D1012T","ABMA",NA,1,"L",NA
"D1012T","ABMA",3.3,2,"L",NA
"D1012T","ABMA",2.2,2,"L",NA
"D1012T","ABMA",3.4,2,"L",NA
"D1012T","ABMA",3.2,2,"L",NA
"D1012T","ABMA",0.9,1.5,"L",NA
"D1012T","ABMA",1.2,1.7,"L",NA
"D1012T","ABMA",4.5,2.7,"L",NA
"D1012T","ABMA",1.7,1.8,"L",NA
"D1012T","ABMA",NA,0.8,"L",NA
"D1012T","ABMA",NA,0.9,"L",NA
"D1012T","ABMA",NA,1,"L",NA
"D1012T","ABMA",6.2,3.3,"L",NA
"D1012T","ABMA",NA,1.3,"L",NA
"D1012T","ABMA",4.4,1.8,"L",NA
"D1012T","ABMA",5.5,3.1,"L",NA
"D1012T","ABMA",NA,1.1,"L",NA
"D1012T","ABMA",NA,1.3,"L",NA
"D1012T","ABMA",NA,0.4,"L",NA
"D1012T","ABMA",3.3,2.1,"L",NA
"D1012T","ABMA",NA,1.3,"L",NA
"D1012T","ABMA",3.9,2.1,"L",NA
"D1012T","ABMA",1.1,1.8,"L",NA
"D1012T","ABMA",2,1.7,"L",NA
"D1012T","ABMA",NA,0.6,"L",NA
"D1012T","ABMA",NA,1.3,"L",NA
"D1012T","ABMA",5.2,2.5,"L",NA
"D1012T","ABMA",3,2.6,"L",NA
"D1012T","ABMA",1.6,2,"L",NA
"D1012T","ABMA",4.5,2.2,"L",NA
"D1012T","ABMA",3.5,2,"L",NA
"D1012T","ABMA",6.8,2.8,"L",NA
"D1012T","ABMA",2.9,1.9,"L",NA
"D1012T","ABMA",NA,0.4,"L",NA
"D1012T","ABMA",NA,1,"L",NA
"D1012T","ABMA",3.1,2.3,"L",NA
"D1012T","ABMA",NA,0.7,"L",NA
"D1012T","ABMA",0.3,1.4,"L",NA
"D1012T","ABMA",0.3,1.4,"L",NA
"D1012T","ABMA",NA,1.1,"L",NA
"D1012T","ABMA",NA,1.2,"L",NA
"D1012T","SNAG",30,13,"D3",NA
"D1012T","SNAG",75,10,"D4",NA
"D1012T","SNAG",60,6,"D4",NA
"D1012T","SNAG",30,5,"D5",NA
"D1012T","SNAG",60,20,"D3",NA
"D1012T","SNAG",75,10,"D4",NA
"D1012T","SNAG",75,26,"D3",NA
"D1012C","SNAG",1.5,3.5,"D5",NA
"D1012C","SNAG",45,5,"D3",NA
"D1099C","QUKE",15,9,"D3",NA
"D1099C","QUKE",15,4,"D3",NA
"D1099C","QUKE",15,6,"D3",NA
"D1099C","QUKE",15,3,"D3",NA
"D1099C","QUKE",15,5,"D3",NA
"D1099C","QUKE",15,4,"D3",NA
"D1099C","QUKE",15,5,"D3",NA
"D1007T","SNAG",45,3,"D4",NA
"D1007C","NONE",NA,NA,NA,NA
"D1097T","QUKE",30,14,"D2",NA
"D1097T","QUKE",30,13,"D2",NA
"D1097T","SNAG",17,15,"D2",NA
"D1097T","QUKE",30,15,"D2",NA
"D1097T","SNAG",15,3,"D2",NA
"D1097T","QUKE",30,14,"D2",NA
"D1097T","QUKE",15,11,"D2",NA
"D1097T","QUKE",30,14,"D2",NA
"D1097T","SNAG",30,15,"D2",NA
"D1097T","QUKE",30,15,"D2",NA
"D1009C","SNAG",45,7,"D3",NA
"D1009C","SNAG",30,12,"D3",NA
"D1009C","QUKE",45,4,"D4",NA
"D1009C","QUKE",60,3,"D5",NA
"D1008C","SNAG",60,15,"D2",NA
"D1008C","SNAG",15,7,"D2",NA
"D1008C","SNAG",60,4,"D5",NA
"D1008C","SNAG",60,4,"D5",NA
"D1008C","SNAG",45,4,"D5",NA
"D1008C","SNAG",30,8,"D4",NA
"D1011T","NONE",NA,NA,NA,NA
"D1100T","QUKE",30,6,"D3",NA
"D1100T","QUKE",30,10,"D2",NA
"D1100T","QUKE",30,10,"D2",NA
"D1100T","QUKE",30,8,"D3",NA
"D1100T","SNAG",60,3,"D4",NA
"D1100T","SNAG",60,3,"D4",NA
"D1100T","SNAG",15,6,"D3",NA
"D1100T","SNAG",15,6,"D3",NA
"D1100T","SNAG",15,10,"D3",NA
"D1100T","SNAG",60,16,"D4",NA
"E0047I","SNAG",15,4,"D4",NA
"E0047I","SNAG",15,9,"D4",NA
"E0047I","SNAG",15,4,"D3",NA
"E0047I","SNAG",15,5,"D4",NA
"E0047I","SNAG",90,19,"D3",NA
"E0047I","SNAG",45,15,"D4",NA
"E0041I","CADE",60,15,"D2",NA
"E0040I","SNAG",15,3,"D3",NA
"E0040I","SNAG",15,3,"D3",NA
"C2014T","SNAG",60,4,"D4",NA
"C2014T","SNAG",45,10,"D3",NA
"C2014C","SNAG",105,8,"D4",NA
"C2014C","SNAG",30,4,"D4",NA
"C2014C","SNAG",60,15,"D4",NA
"C2014C","SNAG",45,16,"D3",NA
"C2014C","SNAG",75,20,"D4",NA
"C2014C","SNAG",15,5,"D3",NA
"C2014C","SNAG",30,15,"D3",NA
"C2014C","SNAG",45,6,"D4",NA
"C2014C","SNAG",60,12,"D4",NA
"C2014C","SNAG",60,12,"D4",NA
"C2014C","SNAG",30,6,"D4",NA
"C2014C","SNAG",30,4,"D4",NA
"C2014C","SNAG",30,12,"D3",NA
"C2015T","NONE",NA,NA,NA,NA
"C2015C","SNAG",30,3,"D4",NA
"C2015C","SNAG",15,8,"D3",NA
"C2011C","NONE",NA,NA,NA,NA
"C2012C","SNAG",30,4,"D4",NA
"C2012C","SNAG",30,12,"D3",NA
"C2012C","SNAG",15,12,"D3",NA
"C2012C","PINE",120,40,"D3",NA
"C2012C","SNAG",15,10,"D3",NA
"C2013C","CADE",45,17,"D3",NA
"C2013C","CADE",30,9,"D2",NA
"C2013C","SNAG",45,3,"D4",NA
"C2010T","SNAG",30,4,"D4",NA
"C2010T","SNAG",45,3,"D4",NA
"C2010T","SNAG",30,12,"D3",NA
"C2010T","SNAG",30,5,"D3",NA
"C2010T","SNAG",15,8,"D3",NA
"C2010T","SNAG",15,11,"D4",NA
"C2010T","SNAG",45,9,"D4",NA
"C2010T","SNAG",60,23,"D2",NA
"C2010T","SNAG",30,12,"D3",NA
"C2010T","SNAG",30,17,"D2",NA
"C2010T","SNAG",15,9,"D3",NA
"C2010T","SNAG",15,14,"D2",NA
"C2010T","SNAG",45,7,"D4",NA
"C2010T","SNAG",60,3,"D4",NA
"C2010T","SNAG",45,4,"D4",NA
"C2010T","SNAG",30,6,"D3",NA
"C2010T","SNAG",60,3.5,"D4",NA
"C2010T","SNAG",60,20,"D2",NA
"C1040C","SNAG",75,14,"D4",NA
"C1040C","SNAG",60,3,"D4",NA
"C1040C","SNAG",10,4,"D4",NA
"C1040C","SNAG",30,3,"D4",NA
"C1040C","SNAG",75,20,"D4",NA
"C1040C","SNAG",75,4,"D5",NA
"C1040C","SNAG",30,6,"D4",NA
"E0038I","NONE",NA,NA,NA,NA
"E0032I","NONE",NA,NA,NA,NA
