"PlotID","Species","Distance","Bearing","OMU","Planted","SnagDamage","DBH","TotHeight","LYHeight","LYGrowth","BudScars","Sprouts","CompType","CompCover","CompHeight","Subsample","Comments","DistanceMetric","distance_estimate","DronePlotTree","ExpansionFactor","PlotID_6digit","SlopeDeg","Aspect","SlopeAdjustedDistance","DistanceExpansion","SlopeDistance","HorizontalDistance","DensitySlope","DensityHorizontal"
"D1005T","PIPJ",6.1,56,"O","N","SD2",NA,25,20,7,5,NA,"SG",80,25,"N",NA,"horizontal",NA,FALSE,1,"D1005T",25.3,244,5.52404687942686,1.10426289514634,6.73600366039266,6.1,24.9409771775094,27.5870573841598
"D1005T","PIPJ",5.7,252,"O","U","N",NA,40,35,3,7,NA,"FGS",100,15,"N",NA,"horizontal",NA,FALSE,1,"D1005T",25.3,244,5.16181429716937,1.10426289514634,6.29429850233412,5.7,24.9409771775094,27.5870573841598
"D1005T","PIPJ",7.71,341,"O","Y","SD1",NA,63,56,10,6,NA,"SF",50,50,"N",NA,"slope",NA,FALSE,1,"D1005T",25.3,244,7.696350932652,1.00177344659403,7.71,7.696350932652,24.9409771775094,27.5870573841598
"D1005T","PIPJ",9,36,"O","U","SD1",NA,44,36,7,6,NA,"SGF",70,35,"N",NA,"horizontal",NA,FALSE,1,"D1005T",25.3,244,8.30959838270754,1.08308483581219,9.74776352230967,9,24.9409771775094,27.5870573841598
"D1005T","PIPJ",8.1,234,"O","U","SD1",NA,44,36,7,7,NA,"F",20,10,"N",NA,"horizontal",NA,FALSE,1,"D1005T",25.3,244,7.34306279305664,1.10308194663119,8.93496376771266,8.1,24.9409771775094,27.5870573841598
"D1005T","PIPJ",4.64,355,"O","Y","SD1",NA,65,57,10,7,NA,"SF",90,45,"N",NA,"slope",NA,FALSE,1,"D1005T",25.3,244,4.57485412544743,1.0142399894655,4.64,4.57485412544743,24.9409771775094,27.5870573841598
"D1005T","PIPJ",10.05,332,"O","Y","SD1",NA,53,48,4,8,NA,"SF",30,22,"N",NA,"slope",NA,FALSE,1,"D1005T",25.3,244,10.0488821540793,1.00011124082296,10.05,10.0488821540793,24.9409771775094,27.5870573841598
"D1005T","PIPJ",6.1,266,"O","U","N",NA,39,33,3,7,NA,"GF",80,10,"N",NA,"horizontal",NA,FALSE,1,"D1005T",25.3,244,5.58651262630015,1.09191554875979,6.66068484743469,6.1,24.9409771775094,27.5870573841598
"D1005T","PIPJ",9.83,311,"O","Y","N",NA,49,44,7,6,NA,"S",90,24,"N",NA,"slope",NA,FALSE,1,"D1005T",25.3,244,9.66834497714538,1.01672003049506,9.83,9.66834497714538,24.9409771775094,27.5870573841598
"D1005T","PIPJ",8.8,276,"O","N","N",NA,43,34,6,5,NA,"SFG",80,20,"N",NA,"horizontal",NA,FALSE,1,"D1005T",25.3,244,8.1621686161157,1.07814484285769,9.48767461714764,8.8,24.9409771775094,27.5870573841598
"D1005T","ABCO",10.9,301,"U","U","N",NA,53,46,7,7,NA,"S",90,40,"N",NA,"slope",NA,FALSE,1,"D1005T",25.3,244,10.5505088635249,1.03312552418049,10.9,10.5505088635249,24.9409771775094,27.5870573841598
"D1005T","PIPJ",6.8,294,"O","U","N",NA,60,51,8,6,NA,"FG",90,10,"N",NA,"horizontal",NA,FALSE,1,"D1005T",25.3,244,6.50476998117547,1.0453866961751,7.10862953399069,6.8,24.9409771775094,27.5870573841598
"D1005T","PIPJ",7.5,310,"O","Y","N",NA,52,48,6,8,NA,"F",10,15,"N",NA,"slope",NA,FALSE,1,"D1005T",25.3,244,7.3672115420096,1.01802424936941,7.5,7.3672115420096,24.9409771775094,27.5870573841598
"D1005C","QUKE",5,122,"O","N",NA,4,400,NA,NA,NA,15,"S",70,35,"N",NA,"horizontal",NA,FALSE,1,"D1005C",29.2,247,4.75851526286885,1.05074791690078,5.25373958450389,5,24.9409771775094,28.5718253976528
"D1005C","QUKE",5.2,195,"O","N",NA,2,250,NA,NA,NA,5,"S",30,15,"N",NA,"horizontal",NA,FALSE,1,"D1005C",29.2,247,4.915129926191,1.05795779116459,5.50138051405587,5.2,24.9409771775094,28.5718253976528
"D1005C","QUKE",4.09,337,"O","N",NA,NA,58,NA,NA,NA,NA,"SF",5,20,"N",NA,"slope",NA,FALSE,1,"D1005C",29.2,247,4.09,1,4.09,4.09,24.9409771775094,28.5718253976528
"D1005C","QUKE",9.8,304,"O","N",NA,4,360,NA,NA,NA,5,"H",10,200,"N",NA,"slope",NA,FALSE,1,"D1005C",29.2,247,9.368094153244,1.04610391822401,9.8,9.368094153244,24.9409771775094,28.5718253976528
"D1005C","QUKE",8.5,234,"O","N",NA,4,350,NA,NA,NA,9,"HS",60,300,"N",NA,"horizontal",NA,FALSE,1,"D1005C",29.2,247,7.46190755803249,1.13911890946036,9.68251073041308,8.5,24.9409771775094,28.5718253976528
"D1005C","QUKE",3.3,98,"O","N",NA,4.9,390,NA,NA,NA,8,"HS",80,130,"N",NA,"horizontal",NA,FALSE,1,"D1005C",29.2,247,2.97814816566904,1.10807112891197,3.6566347254095,3.3,24.9409771775094,28.5718253976528
"D1005C","QUKE",3.7,82,"O","N",NA,4.9,400,NA,NA,NA,11,"SH",100,140,"N",NA,"horizontal",NA,FALSE,1,"D1005C",29.2,247,3.25523640300545,1.13663019883407,4.20553173568607,3.7,24.9409771775094,28.5718253976528
"D1005C","QUKE",9.37,276,"O","N",NA,4.3,395,NA,NA,NA,7,"S",20,340,"N",NA,"slope",NA,FALSE,1,"D1005C",29.2,247,8.42117818248976,1.1126709109995,9.37,8.42117818248976,24.9409771775094,28.5718253976528
"D1005C","PIPJ",7.62,276,"U","N","N",NA,66,57,7,5,NA,"H",80,270,"N",NA,"slope",NA,FALSE,1,"D1005C",29.2,247,6.84838609931398,1.1126709109995,7.62,6.84838609931398,24.9409771775094,28.5718253976528
"D1005C","QUKE",7,76,"O","N",NA,3.9,310,NA,NA,NA,8,"SH",90,150,"N",NA,"horizontal",NA,FALSE,1,"D1005C",29.2,247,6.12891054229796,1.14212794454909,7.99489561184361,7,24.9409771775094,28.5718253976528
"D1005C","QUKE",8,255,"O","N",NA,3.9,340,NA,NA,NA,4,"H",60,300,"N",NA,"horizontal",NA,FALSE,1,"D1005C",29.2,247,6.9995559457848,1.14292964610386,9.14343716883089,8,24.9409771775094,28.5718253976528
"D1005C","QUKE",7.1,65,"O","N",NA,4.1,290,NA,NA,NA,7,"SH",80,140,"N",NA,"horizontal",NA,FALSE,1,"D1005C",29.2,247,6.19892554751153,1.14535977978477,8.13205443647187,7.1,24.9409771775094,28.5718253976528
"D1005C","QUKE",9,257,"M","N",NA,5,275,NA,NA,NA,3,"H",60,250,"N",NA,"slope",NA,FALSE,1,"D1005C",29.2,247,7.88626713977471,1.14122433852236,9,7.88626713977471,24.9409771775094,28.5718253976528
"D1005C","QUKE",9.73,259,"O","N",NA,5.6,330,NA,NA,NA,5,"H",30,290,"N",NA,"slope",NA,FALSE,1,"D1005C",29.2,247,8.54168947525366,1.13911890946036,9.73,8.54168947525366,24.9409771775094,28.5718253976528
"D1005C","PIPJ",8.3,47,"O","N","N",NA,42,36,7,5,NA,"S",40,33,"N",NA,"horizontal",NA,FALSE,1,"D1005C",29.2,247,7.35250993749306,1.12886620631077,9.36958951237937,8.3,24.9409771775094,28.5718253976528
"D1005C","QUKE",10.49,238,"M","N",NA,4.5,350,NA,NA,NA,2,"HS",100,300,"N",NA,"slope",NA,FALSE,1,"D1005C",29.2,247,9.18461022695795,1.14212794454909,10.49,9.18461022695795,24.9409771775094,28.5718253976528
"B1019C","QUCH",8.01,15,"O","N",NA,4.5,500,NA,NA,NA,4,"S",70,200,"Y",NA,"slope",NA,FALSE,8.87,"B1019C",29,132,7.77110330796992,1.03074166981992,8.01,7.77110330796992,221.226467564509,252.940181611126
"B1019C","QUCH",5.9,196,"O","N",NA,7,480,NA,NA,NA,4,"S",60,160,"Y",NA,"slope",NA,FALSE,8.87,"B1019C",29,132,5.73471509723412,1.02882181589903,5.9,5.73471509723412,221.226467564509,252.940181611126
"B1019T","PIPJ",8.65,61,"O","U","SD2",1,179,168,20,10,NA,"S",40,30,"N","Bent, sideways growth","slope","no",FALSE,1,"B1019T",27.3,99,8.01629953950326,1.07905149469203,8.65,8.01629953950326,24.9409771775094,28.0671770262574
"B1019T","QUCH",1.6,199,"O","N",NA,5,300,NA,NA,NA,6,"S",95,200,"Y",NA,"slope",NA,FALSE,8.87,"B1019T",27.3,99,1.59386119880673,1.0038515280991,1.6,1.59386119880673,221.226467564509,248.955860222903
"B1019T","QUCH",1.42,22,"O","N",NA,NA,105,NA,NA,NA,NA,"S",40,105,"N",NA,"slope",NA,FALSE,1,"B1019T",27.3,99,1.40995960345268,1.00712105263352,1.42,1.40995960345268,24.9409771775094,28.0671770262574
"B1019T","QUCH",10.6,168,"O","N",NA,4.6,600,NA,NA,NA,17,"S",50,250,"Y",NA,"slope",NA,FALSE,8.87,"B1019T",27.3,99,10.4283975329314,1.01645530547975,10.6,10.4283975329314,221.226467564509,248.955860222903
"B1019T","QUKE",11.3,187,"O","N",NA,7,630,NA,NA,NA,5,"SH",80,410,"N","Bearing estimate, distance tape estimate","slope","yes",FALSE,1,"B1019T",27.3,99,11.2985523067543,1.00012813086193,11.3,11.2985523067543,24.9409771775094,28.0671770262574
"B1014T","QUCH",9.75,34,"O","N",NA,2.7,260,NA,NA,NA,1,"S",100,190,"N",NA,"slope",NA,FALSE,1,"B1014T",28.9,353,8.9944998836429,1.08399578921904,9.75,8.9944998836429,24.9409771775094,28.4888495288044
"B1014T","ACMA",10.9,151,"O","N",NA,7.1,580,NA,NA,NA,3,"S",90,280,"N","Bearing estimate","slope","no",FALSE,1,"B1014T",28.9,353,9.69545312852269,1.12423832651346,10.9,9.69545312852269,24.9409771775094,28.4888495288044
"B1014T","QUCH",6,276,"U","N",NA,NA,120,NA,NA,NA,1,"S",100,450,"N","Transect distance estimate","slope","yes",FALSE,1,"B1014T",28.9,353,5.95287792494813,1.00791584770358,6,5.95287792494813,24.9409771775094,28.4888495288044
"B1014T","QUCH",6,249,"U","N",NA,NA,100,NA,NA,NA,2,"S",100,325,"N","Transect distance estimate","slope","yes",FALSE,1,"B1014T",28.9,353,5.94652646066307,1.00899239912421,6,5.94652646066307,24.9409771775094,28.4888495288044
"B1014T","PSME",5,216,"U","U","SD1",NA,120,101,5,12,NA,"S",100,300,"N","Transect distance estimate","slope","yes",FALSE,1,"B1014T",28.9,353,4.63394796097743,1.07899355843119,5,4.63394796097744,24.9409771775094,28.4888495288044
"B1014T","PSME",11.3,263,"U","N","N",NA,77,68,12,7,NA,"S",100,350,"N",NA,"horizontal",NA,FALSE,1,"B1014T",28.9,353,11.3,1,11.3,11.3,24.9409771775094,28.4888495288044
"B1014T","QUCH",10,71,"U","N",NA,NA,90,NA,NA,NA,1,"S",100,350,"N",NA,"slope",NA,FALSE,1,"B1014T",28.9,353,9.93141737578451,1.00690562299624,10,9.93141737578451,24.9409771775094,28.4888495288044
"B1009T","QUCH",3.58,39,"O","N",NA,9.1,550,NA,NA,NA,1,"S",100,400,"Y",NA,"slope",NA,FALSE,8.87,"B1009T",17.8,289,3.55845245268272,1.00605531410179,3.58,3.55845245268272,221.226467564509,232.349163097859
"B1009T","QUCH",9.3,358,"O","N",NA,2.7,300,NA,NA,NA,3,"SH",70,200,"Y","Distance estimated","slope","yes",FALSE,8.87,"B1009T",17.8,289,9.23881961723064,1.00662209950016,9.3,9.23881961723064,221.226467564509,232.349163097859
"B1009T","QUKE",7.3,358,"M","N",NA,NA,130,NA,NA,NA,1,"SH",60,140,"N","Distance estimated","slope","yes",FALSE,1,"B1009T",17.8,289,7.25197668879394,1.00662209950016,7.3,7.25197668879394,24.9409771775094,26.1949451068612
"B1009T","QUKE",7,332,"O","N",NA,12.7,800,NA,NA,NA,9,"SH",95,300,"N","Distance estimated","slope","yes",FALSE,1,"B1009T",17.8,289,6.8169762187838,1.02684823525009,7,6.8169762187838,24.9409771775094,26.1949451068612
"B1009T","QUKE",8.11,290,"U","N",NA,NA,130,NA,NA,NA,2,"S",100,300,"N","Prostrate--crushed by snag","slope","no",FALSE,1,"B1009T",17.8,289,7.72189059663814,1.05026093007985,8.11,7.72189059663814,24.9409771775094,26.1949451068612
"B1009T","QUKE",10.93,298,"O","N",NA,11.8,700,NA,NA,NA,5,"S",100,500,"N",NA,"slope",NA,FALSE,1,"B1009T",17.8,289,10.4198921224308,1.04895519757552,10.93,10.4198921224308,24.9409771775094,26.1949451068612
"D1010C","PIPJ",1.8,188,"U","N","SD2",NA,27,20,5,4,NA,"S",100,80,"N",NA,"horizontal",NA,FALSE,1,"D1010C",18.8,225,1.73774679591932,1.03582409372117,1.86448336869811,1.8,24.9409771775094,26.3465870923104
"D1010C","PIPJ",8.2,249,"U","N","N",NA,40,34,5,4,NA,"S",100,79,"N",NA,"horizontal",NA,FALSE,1,"D1010C",18.8,225,7.83089471459891,1.04713449725138,8.5865028774613,8.2,24.9409771775094,26.3465870923104
"D1010C","PIPJ",8.2,249,"U","N","N",NA,33,29,4,4,NA,"S",100,79,"N",NA,"horizontal",NA,FALSE,1,"D1010C",18.8,225,7.83089471459891,1.04713449725138,8.5865028774613,8.2,24.9409771775094,26.3465870923104
"D1010C","PIPJ",8.2,249,"U","N","N",NA,38,32,6,4,NA,"S",100,79,"N",NA,"horizontal",NA,FALSE,1,"D1010C",18.8,225,7.83089471459891,1.04713449725138,8.5865028774613,8.2,24.9409771775094,26.3465870923104
"D1010C","PIPJ",8.2,249,"U","N","N",NA,39,35,4,5,NA,"S",100,79,"N",NA,"horizontal",NA,FALSE,1,"D1010C",18.8,225,7.83089471459891,1.04713449725138,8.5865028774613,8.2,24.9409771775094,26.3465870923104
"A4025T","ABCO",5.2,7,"U","N","N",NA,29,23,4,5,NA,"S",100,160,"N",NA,"horizontal",NA,FALSE,1,"A4025T",20.5,99,5.19961160065749,1.00007469776059,5.20038842835507,5.2,24.9409771775094,26.6272207756296
"C2001C","PIPJ",1,230,"M","N","N",NA,28,27,3,6,NA,"S",70,50,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,0.962917177676846,1.03851091577016,1.03851091577016,1,110.613233782254,115.013499663544
"C2001C","PSME",1.7,155,"O","U","SD2",NA,36,32,5,7,NA,"S",20,50,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,1.68769591896322,1.00729046085763,1.71239378345797,1.7,110.613233782254,115.013499663544
"C2001C","PSME",1.9,269,"O","U","SD2",NA,37,33,4,7,NA,"C",10,60,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,1.86780320675133,1.0172377866856,1.93275179470265,1.9,110.613233782254,115.013499663544
"C2001C","PSME",2.4,215,"U","N","N",NA,36,32,4,6,NA,"S",90,62,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,2.30889038905909,1.03946034483605,2.49470482760652,2.4,110.613233782254,115.013499663544
"C2001C","PSME",2.7,256,"M","N","N",NA,69,62,9,7,NA,"S",60,30,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,2.63113336576138,1.02617375277695,2.77066913249777,2.7,110.613233782254,115.013499663544
"C2001C","PSME",2.1,222,"U","N","N",NA,28,26,2,6,NA,"S",90,62,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,2.01975655003561,1.03972926834325,2.18343146352082,2.1,110.613233782254,115.013499663544
"C2001C","PIPJ",3.3,262,"U","N","N",0.9,144,131,12,8,NA,"C",50,70,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,3.22869282884841,1.02208546149527,3.37288202293439,3.3,110.613233782254,115.013499663544
"C2001C","PIPJ",3.8,262,"O","U","N",0.6,143,131,21,6,NA,"C",90,80,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,3.71788871200726,1.02208546149527,3.88392475368203,3.8,110.613233782254,115.013499663544
"C2001C","PIPJ",9.77,100,"O","U","N",NA,39,32,9,3,NA,"S",40,70,"Y",NA,"slope",NA,FALSE,4.435,"C2001C",15.9,220,9.67225535025173,1.01010567300063,9.77,9.67225535025173,110.613233782254,115.013499663544
"C2001C","PSME",3.7,204,"U","N","N",NA,31,28,4,5,NA,"S",80,70,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,3.5681008807352,1.03696619677346,3.83677492806179,3.7,110.613233782254,115.013499663544
"C2001C","PSME",8.97,106,"U","N","N",NA,55,44,8,6,NA,"S",75,90,"Y",NA,"slope",NA,FALSE,4.435,"C2001C",15.9,220,8.90967551680646,1.00677067117425,8.97,8.90967551680646,110.613233782254,115.013499663544
"C2001C","PSME",2.9,270,"O","N","N",NA,42,40,4,6,NA,"C",30,80,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,2.85277452718933,1.01655422549542,2.94800725393671,2.9,110.613233782254,115.013499663544
"C2001C","PSME",3.3,270,"M","N","N",NA,67,63,7,8,NA,"C",70,90,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,3.24626066887062,1.01655422549542,3.35462894413487,3.3,110.613233782254,115.013499663544
"C2001C","PSME",3.4,270,"M","N","N",NA,73,71,4,8,NA,"C",70,90,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,3.34463220429094,1.01655422549542,3.45628436668441,3.4,110.613233782254,115.013499663544
"C2001C","PSME",3.3,258,"U","N","N",NA,75,70,5,9,NA,"S",80,78,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,3.22004486395086,1.02483044163274,3.38194045738805,3.3,110.613233782254,115.013499663544
"C2001C","PSME",4,205,"U","N","N",NA,35,32,4,5,NA,"S",50,70,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,3.8560891107904,1.03732042623364,4.14928170493456,4,110.613233782254,115.013499663544
"C2001C","PIPJ",5.6,169,"O","N","N",NA,59,52,6,7,NA,"S",50,50,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,5.51248719344588,1.01587537593886,5.68890210525763,5.6,110.613233782254,115.013499663544
"C2001C","PSME",4.2,260,"O","N","N",NA,91,87,7,8,NA,"SC",100,85,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,4.10370500935546,1.02346537834104,4.29855458903236,4.2,110.613233782254,115.013499663544
"C2001C","PSME",4.4,266,"O","N","N",NA,107,104,4,8,NA,"SC",100,85,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,4.31665155346785,1.01930858803398,4.48495778734951,4.4,110.613233782254,115.013499663544
"C2001C","PSME",4.7,254,"M","N","SD2",NA,64,62,4,7,NA,"S",100,10,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,4.57426069403191,1.02748844335264,4.8291956837574,4.7,110.613233782254,115.013499663544
"C2001C","ABCO",4.9,264,"M","N","N",NA,56,54,3,7,NA,"SC",100,60,"N",NA,"horizontal",NA,FALSE,1,"C2001C",15.9,220,4.80063839231199,1.02069758218972,5.00141815272964,4.9,24.9409771775094,25.9331453581835
"C2001C","PIPJ",6.2,179,"O","N","N",NA,28,26,5,4,NA,"S",30,50,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,6.06192839465745,1.02277684531283,6.34121644093953,6.2,110.613233782254,115.013499663544
"C2001C","PIPJ",6.1,186,"O","N","SD1",NA,29,22,5,4,NA,"S",30,50,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,5.93680643267971,1.02748844335264,6.26767950445109,6.1,110.613233782254,115.013499663544
"C2001C","PSME",5,260,"O","N","N",NA,134,129,4,7,NA,"SC",100,90,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,4.88536310637555,1.02346537834104,5.11732689170519,5,110.613233782254,115.013499663544
"C2001C","PSME",5.1,261,"O","N","N",NA,127,120,13,8,NA,"SC",100,90,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,4.98642496979887,1.02277684531283,5.21616191109542,5.1,110.613233782254,115.013499663544
"C2001C","PSME",5.7,260,"O","N","N",0.3,148,140,10,8,NA,"SC",70,90,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,5.56931394126813,1.02346537834104,5.83375265654391,5.7,110.613233782254,115.013499663544
"C2001C","PSME",5.08,9,"O","U","N",NA,34,32,3,8,NA,"C",0.5,30,"Y",NA,"slope",NA,FALSE,4.435,"C2001C",15.9,220,4.93495203088248,1.02939197143353,5.08,4.93495203088248,110.613233782254,115.013499663544
"C2001C","PSME",7.7,183,"O","N","N",NA,75,65,8,5,NA,"C",10,75,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,7.50849400828251,1.02550524665882,7.89639039927289,7.7,110.613233782254,115.013499663544
"C2001C","PSME",5.75,1,"M","U","N",NA,28,27,2,6,NA,"C",0.5,35,"Y",NA,"slope",NA,FALSE,4.435,"C2001C",15.9,220,5.61441086537948,1.02415019810121,5.75,5.61441086537948,110.613233782254,115.013499663544
"C2001C","PIPJ",5.95,357,"O","U","N",NA,35,31,5,5,NA,"C",0.5,37,"Y",NA,"slope",NA,FALSE,4.435,"C2001C",15.9,220,5.82538289789488,1.02139208774588,5.95,5.82538289789488,110.613233782254,115.013499663544
"C2001C","ABCO",6,264,"M","N","N",NA,57,54,3,8,NA,"SC",70,80,"N",NA,"horizontal",NA,FALSE,1,"C2001C",15.9,220,5.87833272527998,1.02069758218972,6.12418549313833,6,24.9409771775094,25.9331453581835
"C2001C","PSME",5.9,259,"M","N","SD2",NA,60,55,7,7,NA,"SC",70,80,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,5.76087375751982,1.02415019810121,6.04248616879715,5.9,110.613233782254,115.013499663544
"C2001C","PSME",8,185,"O","N","N",NA,105,91,15,6,NA,"C",10,70,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,7.79092960415876,1.02683510267243,8.2146808213794,8,110.613233782254,115.013499663544
"C2001C","PSME",8.8,183,"O","N","N",NA,51,43,7,5,NA,"CS",30,45,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,8.58113600946573,1.02550524665882,9.02444617059759,8.8,110.613233782254,115.013499663544
"C2001C","PSME",8.8,183,"O","N","N",NA,42,36,5,5,NA,"CS",30,45,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,8.58113600946573,1.02550524665882,9.02444617059759,8.8,110.613233782254,115.013499663544
"C2001C","PSME",7.6,268,"M","N","N",NA,85,74,8,7,NA,"S",40,80,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,7.46616709546751,1.01792524903625,7.73623189267548,7.6,110.613233782254,115.013499663544
"C2001C","PIPJ",9,185,"M","N","N",NA,57,49,7,4,NA,"S",50,53,"Y",NA,"slope",NA,FALSE,4.435,"C2001C",15.9,220,8.76479580467861,1.02683510267243,9,8.76479580467861,110.613233782254,115.013499663544
"C2001C","PSME",6.77,13,"O","U","N",NA,26,24,7,3,NA,"CS",5,70,"Y",NA,"slope",NA,FALSE,4.435,"C2001C",15.9,220,6.56155633677011,1.0317674119571,6.77,6.56155633677011,110.613233782254,115.013499663544
"C2001C","PIPJ",1.5,300,"O","N","N",NA,34,33,3,7,NA,"S",10,22,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,1.4983016801411,1.00113349659912,1.50170024489868,1.5,110.613233782254,115.013499663544
"C2001C","PSME",5.84,12,"O","U","N",NA,27,26,2,6,NA,"C",0.5,22,"Y",NA,"slope",NA,FALSE,4.435,"C2001C",15.9,220,5.66334119063059,1.031193389807,5.84,5.66334119063059,110.613233782254,115.013499663544
"C2001C","PILA",2.4,282,"M","N","N",NA,80,75,5,7,NA,"S",10,90,"N",NA,"horizontal",NA,FALSE,1,"C2001C",15.9,220,2.37873704372981,1.00893875862666,2.42145302070398,2.4,24.9409771775094,25.9331453581835
"C2001C","PSME",4.67,10,"O","U","N",NA,26,25,1,8,NA,"C",0.5,20,"Y",NA,"slope",NA,FALSE,4.435,"C2001C",15.9,220,4.53395911906376,1.0300048759514,4.67,4.53395911906376,110.613233782254,115.013499663544
"C2001C","PSME",3.5,281,"O","N","N",NA,53,50,4,8,NA,"C",20,40,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,3.4670085356307,1.00951583015451,3.53330540554079,3.5,110.613233782254,115.013499663544
"C2001C","PSME",3.3,273,"O","N","N",NA,35,34,2,8,NA,"C",20,40,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,3.25272168908495,1.01453500035792,3.34796550118112,3.3,110.613233782254,115.013499663544
"C2001C","PILA",7.4,126,"O","N","N",NA,39,35,3,7,NA,"C",5,35,"N",NA,"horizontal",NA,FALSE,1,"C2001C",15.9,220,7.39864860515977,1.00018265428085,7.40135164167829,7.4,24.9409771775094,25.9331453581835
"C2001C","PSME",3.2,285,"O","N","SD2",NA,63,57,11,6,NA,"SC",50,50,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,3.17683937687194,1.00729046085763,3.22332947474441,3.2,110.613233782254,115.013499663544
"C2001C","PSME",3.5,286,"M","N","N",NA,90,89,4,8,NA,"C",90,40,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,3.4764620188208,1.00677067117425,3.52369734910987,3.5,110.613233782254,115.013499663544
"C2001C","PIPJ",3.5,286,"O","N","SD2",NA,90,85,6,6,NA,"C",90,40,"Y",NA,"horizontal",NA,FALSE,4.435,"C2001C",15.9,220,3.4764620188208,1.00677067117425,3.52369734910987,3.5,110.613233782254,115.013499663544
"C2001C","PSME",3.91,279,"O","N","N",NA,43,40,5,7,NA,"SC",70,43,"Y",NA,"slope",NA,FALSE,4.435,"C2001C",15.9,220,3.86857670616153,1.01070763151019,3.91,3.86857670616153,110.613233782254,115.013499663544
"C2001C","PSME",3.77,268,"O","N","N",NA,50,39,3,10,NA,"C",80,60,"Y","yellow foliage","slope","no",FALSE,4.435,"C2001C",15.9,220,3.70361183551481,1.01792524903625,3.77,3.70361183551481,110.613233782254,115.013499663544
"C2001C","PSME",4.62,269,"M","N","N",NA,104,100,5,8,NA,"C",90,104,"Y","yellow foliage","slope","no",FALSE,4.435,"C2001C",15.9,220,4.54171095536377,1.0172377866856,4.62,4.54171095536377,110.613233782254,115.013499663544
"C2001C","PSME",4.79,273,"O","N","N",NA,120,114,4,9,NA,"SC",90,60,"Y",NA,"slope",NA,FALSE,4.435,"C2001C",15.9,220,4.72137481536876,1.01453500035792,4.79,4.72137481536876,110.613233782254,115.013499663544
"C2001C","PSME",5.02,275,"U","N","N",NA,90,85,10,8,NA,"SC",100,60,"Y",NA,"slope",NA,FALSE,4.435,"C2001C",15.9,220,4.95448721457559,1.01322291946413,5.02,4.95448721457559,110.613233782254,115.013499663544
"C2001C","PIPJ",4.14,271,"O","N","N",1.5,174,159,15,7,NA,"C",100,60,"Y",NA,"slope",NA,FALSE,4.435,"C2001C",15.9,220,4.07530303229749,1.01587537593886,4.14,4.07530303229749,110.613233782254,115.013499663544
"C2001C","PIPJ",5.04,273,"M","N","N",NA,82,70,9,6,NA,"CS",90,80,"Y",NA,"slope",NA,FALSE,4.435,"C2001C",15.9,220,4.96779312514792,1.01453500035792,5.04,4.96779312514792,110.613233782254,115.013499663544
"C2001C","PIPJ",5.54,266,"O","N","N",NA,129,117,12,6,NA,"CS",100,80,"Y",NA,"slope",NA,FALSE,4.435,"C2001C",15.9,220,5.43505672868452,1.01930858803398,5.54,5.43505672868452,110.613233782254,115.013499663544
