"","type","tier","id","lat","long","t2_opt","t3_opt","elev1","rad1","elev2","rad2","year","cat","seed"
"44","I",1,"A4011I","40.276912","-120.678986",NA,NA,NA,NA,NA,NA,"3",3,"F"
"45","I",1,"A4018I","40.250387","-120.821581",NA,NA,NA,NA,NA,NA,"3",3,"F"
"46","I",1,"A4019I","40.250387","-120.821581",NA,NA,NA,NA,NA,NA,"3",3,"F"
"47","I",1,"A4020I","40.250399","-120.819818",NA,NA,NA,NA,NA,NA,"3",3,"F"
"48","I",1,"A4021I","40.250399","-120.819818",NA,NA,NA,NA,NA,NA,"3",3,"F"
"49","I",1,"A4023I","40.251761","-120.818069",NA,NA,NA,NA,NA,NA,"3",3,"F"
"50","I",1,"A4024I","40.251761","-120.818069",NA,NA,NA,NA,NA,NA,"3",3,"F"
"51","I",1,"A4027I","40.261249","-120.812885",NA,NA,NA,NA,NA,NA,"3",3,"F"
"52","I",1,"A4028I","40.261249","-120.812885",NA,NA,NA,NA,NA,NA,"3",3,"F"
"53","I",1,"A4031I","40.261261","-120.811121",NA,NA,NA,NA,NA,NA,"3",3,"F"
"54","I",1,"A4032I","40.262611","-120.811137",NA,NA,NA,NA,NA,NA,"3",3,"F"
"55","I",1,"A4033I","40.261261","-120.811121",NA,NA,NA,NA,NA,NA,"3",3,"F"
"56","I",1,"A4034I","40.262611","-120.811137",NA,NA,NA,NA,NA,NA,"3",3,"F"
"57","I",1,"A4035I","40.261273","-120.809358",NA,NA,NA,NA,NA,NA,"3",3,"F"
"58","I",1,"A4036I","40.262623","-120.809373",NA,NA,NA,NA,NA,NA,"3",3,"F"
"59","I",1,"A4037I","40.263973","-120.809388",NA,NA,NA,NA,NA,NA,"3",3,"F"
"60","I",1,"A4038I","40.261273","-120.809358",NA,NA,NA,NA,NA,NA,"3",3,"F"
"61","I",1,"A4039I","40.262623","-120.809373",NA,NA,NA,NA,NA,NA,"3",3,"F"
"62","I",1,"A4040I","40.263973","-120.809388",NA,NA,NA,NA,NA,NA,"3",3,"F"
"63","I",1,"A4042I","40.258595","-120.805801",NA,NA,NA,NA,NA,NA,"3",3,"F"
"64","I",1,"A4043I","40.259945","-120.805816",NA,NA,NA,NA,NA,NA,"3",3,"F"
"65","I",1,"A4044I","40.258595","-120.805801",NA,NA,NA,NA,NA,NA,"3",3,"F"
"66","I",1,"A4045I","40.259945","-120.805816",NA,NA,NA,NA,NA,NA,"3",3,"F"
"67","I",1,"A4046I","40.258606","-120.804037",NA,NA,NA,NA,NA,NA,"3",3,"F"
"68","I",1,"A4047I","40.258606","-120.804037",NA,NA,NA,NA,NA,NA,"3",3,"F"
"69","I",1,"A4049I","40.265427","-120.793529",NA,NA,NA,NA,NA,NA,"3",3,"F"
"70","I",1,"A4050I","40.265427","-120.793529",NA,NA,NA,NA,NA,NA,"3",3,"F"
"71","I",1,"A4051I","40.255985","-120.791662",NA,NA,NA,NA,NA,NA,"3",3,"F"
"72","I",1,"A4052I","40.264088","-120.791751",NA,NA,NA,NA,NA,NA,"3",3,"F"
"73","I",1,"A4053I","40.265438","-120.791766",NA,NA,NA,NA,NA,NA,"3",3,"F"
"74","I",1,"A4054I","40.255985","-120.791662",NA,NA,NA,NA,NA,NA,"3",3,"F"
"75","I",1,"A4055I","40.264088","-120.791751",NA,NA,NA,NA,NA,NA,"3",3,"F"
"76","I",1,"A4056I","40.265438","-120.791766",NA,NA,NA,NA,NA,NA,"3",3,"F"
"77","I",1,"A4058I","40.230371","-120.784331",NA,NA,NA,NA,NA,NA,"3",3,"F"
"78","I",1,"A4059I","40.230371","-120.784331",NA,NA,NA,NA,NA,NA,"3",3,"F"
"79","I",1,"A4062I","40.230382","-120.782568",NA,NA,NA,NA,NA,NA,"3",3,"F"
"80","I",1,"A4063I","40.230382","-120.782568",NA,NA,NA,NA,NA,NA,"3",3,"F"
"81","I",1,"A4066I","40.230393","-120.780805",NA,NA,NA,NA,NA,NA,"3",3,"F"
"82","I",1,"A4067I","40.230393","-120.780805",NA,NA,NA,NA,NA,NA,"3",3,"F"
"83","I",1,"A4068I","40.254712","-120.779303",NA,NA,NA,NA,NA,NA,"3",3,"F"
"84","I",1,"A4069I","40.256063","-120.779318",NA,NA,NA,NA,NA,NA,"3",3,"F"
"85","I",1,"A4070I","40.254712","-120.779303",NA,NA,NA,NA,NA,NA,"3",3,"F"
"86","I",1,"A4071I","40.256063","-120.779318",NA,NA,NA,NA,NA,NA,"3",3,"F"
"87","I",1,"A4072I","40.254724","-120.777540",NA,NA,NA,NA,NA,NA,"3",3,"F"
"88","I",1,"A4073I","40.256074","-120.777554",NA,NA,NA,NA,NA,NA,"3",3,"F"
"89","I",1,"A4074I","40.254724","-120.777540",NA,NA,NA,NA,NA,NA,"3",3,"F"
"90","I",1,"A4075I","40.256074","-120.777554",NA,NA,NA,NA,NA,NA,"3",3,"F"
"91","I",1,"A4076I","40.254735","-120.775776",NA,NA,NA,NA,NA,NA,"3",3,"F"
"92","I",1,"A4077I","40.254735","-120.775776",NA,NA,NA,NA,NA,NA,"3",3,"F"
"93","I",1,"A4078I","40.253395","-120.773998",NA,NA,NA,NA,NA,NA,"3",3,"F"
"94","I",1,"A4079I","40.256096","-120.774027",NA,NA,NA,NA,NA,NA,"3",3,"F"
"95","I",1,"A4080I","40.253395","-120.773998",NA,NA,NA,NA,NA,NA,"3",3,"F"
"96","I",1,"A4081I","40.256096","-120.774027",NA,NA,NA,NA,NA,NA,"3",3,"F"
"97","I",1,"A4082I","40.254757","-120.772249",NA,NA,NA,NA,NA,NA,"3",3,"F"
"98","I",1,"A4083I","40.256107","-120.772264",NA,NA,NA,NA,NA,NA,"3",3,"F"
"99","I",1,"A4084I","40.254757","-120.772249",NA,NA,NA,NA,NA,NA,"3",3,"F"
"100","I",1,"A4085I","40.256107","-120.772264",NA,NA,NA,NA,NA,NA,"3",3,"F"
"101","I",1,"A4086I","40.256140","-120.766973",NA,NA,NA,NA,NA,NA,"3",3,"F"
"102","I",1,"A4087I","40.252089","-120.766930",NA,NA,NA,NA,NA,NA,"3",3,"F"
"103","I",1,"A4088I","40.253439","-120.766945",NA,NA,NA,NA,NA,NA,"3",3,"F"
"104","I",1,"A4089I","40.256140","-120.766973",NA,NA,NA,NA,NA,NA,"3",3,"F"
"105","I",1,"A4090I","40.252089","-120.766930",NA,NA,NA,NA,NA,NA,"3",3,"F"
"106","I",1,"A4091I","40.253439","-120.766945",NA,NA,NA,NA,NA,NA,"3",3,"F"
"107","I",1,"A4092I","40.256151","-120.765210",NA,NA,NA,NA,NA,NA,"3",3,"F"
"108","I",1,"A4093I","40.256151","-120.765210",NA,NA,NA,NA,NA,NA,"3",3,"F"
"109","I",1,"A4094I","40.254811","-120.763432",NA,NA,NA,NA,NA,NA,"3",3,"F"
"110","I",1,"A4095I","40.250760","-120.763389",NA,NA,NA,NA,NA,NA,"3",3,"F"
"111","I",1,"A4096I","40.254811","-120.763432",NA,NA,NA,NA,NA,NA,"3",3,"F"
"112","I",1,"A4097I","40.250760","-120.763389",NA,NA,NA,NA,NA,NA,"3",3,"F"
"113","I",1,"A4098I","40.253472","-120.761654",NA,NA,NA,NA,NA,NA,"3",3,"F"
"114","I",1,"A4099I","40.253472","-120.761654",NA,NA,NA,NA,NA,NA,"3",3,"F"
"115","I",1,"A4100I","40.252132","-120.759877",NA,NA,NA,NA,NA,NA,"3",3,"F"
"116","I",1,"A4101I","40.253483","-120.759891",NA,NA,NA,NA,NA,NA,"3",3,"F"
"117","I",1,"A4102I","40.254833","-120.759905",NA,NA,NA,NA,NA,NA,"3",3,"F"
"118","I",1,"A4103I","40.256184","-120.759919",NA,NA,NA,NA,NA,NA,"3",3,"F"
"119","I",1,"A4104I","40.252132","-120.759877",NA,NA,NA,NA,NA,NA,"3",3,"F"
"120","I",1,"A4105I","40.253483","-120.759891",NA,NA,NA,NA,NA,NA,"3",3,"F"
"121","I",1,"A4106I","40.254833","-120.759905",NA,NA,NA,NA,NA,NA,"3",3,"F"
"122","I",1,"A4107I","40.256184","-120.759919",NA,NA,NA,NA,NA,NA,"3",3,"F"
"123","I",1,"A4108I","40.252143","-120.758113",NA,NA,NA,NA,NA,NA,"3",3,"F"
"124","I",1,"A4109I","40.253493","-120.758127",NA,NA,NA,NA,NA,NA,"3",3,"F"
"125","I",1,"A4110I","40.254844","-120.758142",NA,NA,NA,NA,NA,NA,"3",3,"F"
"126","I",1,"A4111I","40.256194","-120.758156",NA,NA,NA,NA,NA,NA,"3",3,"F"
"127","I",1,"A4112I","40.252143","-120.758113",NA,NA,NA,NA,NA,NA,"3",3,"F"
"128","I",1,"A4113I","40.253493","-120.758127",NA,NA,NA,NA,NA,NA,"3",3,"F"
"129","I",1,"A4114I","40.254844","-120.758142",NA,NA,NA,NA,NA,NA,"3",3,"F"
"130","I",1,"A4115I","40.256194","-120.758156",NA,NA,NA,NA,NA,NA,"3",3,"F"
"131","I",1,"A4116I","40.245401","-120.756280",NA,NA,NA,NA,NA,NA,"3",3,"F"
"132","I",1,"A4117I","40.246752","-120.756294",NA,NA,NA,NA,NA,NA,"3",3,"F"
"133","I",1,"A4118I","40.254855","-120.756378",NA,NA,NA,NA,NA,NA,"3",3,"F"
"134","I",1,"A4119I","40.245401","-120.756280",NA,NA,NA,NA,NA,NA,"3",3,"F"
"135","I",1,"A4120I","40.246752","-120.756294",NA,NA,NA,NA,NA,NA,"3",3,"F"
"136","I",1,"A4121I","40.254855","-120.756378",NA,NA,NA,NA,NA,NA,"3",3,"F"
"137","I",1,"A4122I","40.249463","-120.754558",NA,NA,NA,NA,NA,NA,"3",3,"F"
"138","I",1,"A4123I","40.249463","-120.754558",NA,NA,NA,NA,NA,NA,"3",3,"F"
"139","I",1,"A4125I","40.263417","-120.677096",NA,NA,NA,NA,NA,NA,"3",3,"F"
"140","I",1,"A4126I","40.263417","-120.677096",NA,NA,NA,NA,NA,NA,"3",3,"F"
"141","I",1,"A4127I","40.245899","-120.669879",NA,NA,NA,NA,NA,NA,"3",3,"F"
"142","I",1,"A4128I","40.245899","-120.669879",NA,NA,NA,NA,NA,NA,"3",3,"F"
"143","I",1,"A4129I","40.244558","-120.668103",NA,NA,NA,NA,NA,NA,"3",3,"F"
"144","I",1,"A4130I","40.244558","-120.668103",NA,NA,NA,NA,NA,NA,"3",3,"F"
"145","I",1,"A4131I","40.241867","-120.666315",NA,NA,NA,NA,NA,NA,"3",3,"F"
"146","I",1,"A4132I","40.241867","-120.666315",NA,NA,NA,NA,NA,NA,"3",3,"F"
"147","I",1,"A4133I","40.240526","-120.664540",NA,NA,NA,NA,NA,NA,"3",3,"F"
"148","I",1,"A4134I","40.240526","-120.664540",NA,NA,NA,NA,NA,NA,"3",3,"F"
"149","I",1,"A4135I","40.235152","-120.659201",NA,NA,NA,NA,NA,NA,"3",3,"F"
"150","I",1,"A4136I","40.235152","-120.659201",NA,NA,NA,NA,NA,NA,"3",3,"F"
"151","I",1,"A4137I","40.243292","-120.652222",NA,NA,NA,NA,NA,NA,"3",3,"F"
"152","I",1,"A4138I","40.243292","-120.652222",NA,NA,NA,NA,NA,NA,"3",3,"F"
"153","I",1,"A4139I","40.251414","-120.648768",NA,NA,NA,NA,NA,NA,"3",3,"F"
"154","I",1,"A4140I","40.252764","-120.648780",NA,NA,NA,NA,NA,NA,"3",3,"F"
"155","I",1,"A4141I","40.254115","-120.648792",NA,NA,NA,NA,NA,NA,"3",3,"F"
"156","I",1,"A4142I","40.251414","-120.648768",NA,NA,NA,NA,NA,NA,"3",3,"F"
"157","I",1,"A4143I","40.252764","-120.648780",NA,NA,NA,NA,NA,NA,"3",3,"F"
"158","I",1,"A4144I","40.254115","-120.648792",NA,NA,NA,NA,NA,NA,"3",3,"F"
"159","I",1,"A4145I","40.263577","-120.647113",NA,NA,NA,NA,NA,NA,"3",3,"F"
"160","I",1,"A4146I","40.264928","-120.647125",NA,NA,NA,NA,NA,NA,"3",3,"F"
"161","I",1,"A4147I","40.252773","-120.647017",NA,NA,NA,NA,NA,NA,"3",3,"F"
"162","I",1,"A4148I","40.263577","-120.647113",NA,NA,NA,NA,NA,NA,"3",3,"F"
"163","I",1,"A4149I","40.264928","-120.647125",NA,NA,NA,NA,NA,NA,"3",3,"F"
"164","I",1,"A4150I","40.252773","-120.647017",NA,NA,NA,NA,NA,NA,"3",3,"F"
"165","I",1,"A4152I","40.227681","-120.782539",NA,NA,NA,NA,NA,NA,"3",3,"F"
"166","I",1,"A4153I","40.229031","-120.782554",NA,NA,NA,NA,NA,NA,"3",3,"F"
"167","I",1,"A4154I","40.227681","-120.782539",NA,NA,NA,NA,NA,NA,"3",3,"F"
"168","I",1,"A4155I","40.229031","-120.782554",NA,NA,NA,NA,NA,NA,"3",3,"F"
"169","I",1,"A4156I","40.227692","-120.780776",NA,NA,NA,NA,NA,NA,"3",3,"F"
"170","I",1,"A4157I","40.229042","-120.780791",NA,NA,NA,NA,NA,NA,"3",3,"F"
"171","I",1,"A4158I","40.227692","-120.780776",NA,NA,NA,NA,NA,NA,"3",3,"F"
"172","I",1,"A4159I","40.229042","-120.780791",NA,NA,NA,NA,NA,NA,"3",3,"F"
"173","I",1,"A4160I","40.225155","-120.754306",NA,NA,NA,NA,NA,NA,"3",3,"F"
"174","I",1,"A4161I","40.226506","-120.754320",NA,NA,NA,NA,NA,NA,"3",3,"F"
"175","I",1,"A4162I","40.225155","-120.754306",NA,NA,NA,NA,NA,NA,"3",3,"F"
"176","I",1,"A4163I","40.226506","-120.754320",NA,NA,NA,NA,NA,NA,"3",3,"F"
"177","I",1,"A4165I","40.225166","-120.752543",NA,NA,NA,NA,NA,NA,"3",3,"F"
"178","I",1,"A4166I","40.225166","-120.752543",NA,NA,NA,NA,NA,NA,"3",3,"F"
"179","I",1,"A4174I","40.208171","-120.653669",NA,NA,NA,NA,NA,NA,"3",3,"F"
"180","I",1,"A4175I","40.208171","-120.653669",NA,NA,NA,NA,NA,NA,"3",3,"F"
"181","I",1,"A4178I","40.158682","-120.638408",NA,NA,NA,NA,NA,NA,"3",3,"F"
"182","I",1,"A4179I","40.160033","-120.638420",NA,NA,NA,NA,NA,NA,"3",3,"F"
"183","I",1,"A4180I","40.161383","-120.638432",NA,NA,NA,NA,NA,NA,"3",3,"F"
"184","I",1,"A4181I","40.158682","-120.638408",NA,NA,NA,NA,NA,NA,"3",3,"F"
"185","I",1,"A4182I","40.160033","-120.638420",NA,NA,NA,NA,NA,NA,"3",3,"F"
"186","I",1,"A4183I","40.161383","-120.638432",NA,NA,NA,NA,NA,NA,"3",3,"F"
"187","I",1,"A4184I","40.160042","-120.636659",NA,NA,NA,NA,NA,NA,"3",3,"F"
"188","I",1,"A4185I","40.161392","-120.636671",NA,NA,NA,NA,NA,NA,"3",3,"F"
"189","I",1,"A4186I","40.160042","-120.636659",NA,NA,NA,NA,NA,NA,"3",3,"F"
"190","I",1,"A4187I","40.161392","-120.636671",NA,NA,NA,NA,NA,NA,"3",3,"F"
"191","I",1,"A4188I","40.160051","-120.634898",NA,NA,NA,NA,NA,NA,"3",3,"F"
"192","I",1,"A4189I","40.161401","-120.634909",NA,NA,NA,NA,NA,NA,"3",3,"F"
"193","I",1,"A4190I","40.160051","-120.634898",NA,NA,NA,NA,NA,NA,"3",3,"F"
"194","I",1,"A4191I","40.161401","-120.634909",NA,NA,NA,NA,NA,NA,"3",3,"F"
"195","I",1,"A4192I","40.154658","-120.633089",NA,NA,NA,NA,NA,NA,"3",3,"F"
"196","I",1,"A4193I","40.156009","-120.633101",NA,NA,NA,NA,NA,NA,"3",3,"F"
"197","I",1,"A4194I","40.157359","-120.633113",NA,NA,NA,NA,NA,NA,"3",3,"F"
"198","I",1,"A4195I","40.158710","-120.633125",NA,NA,NA,NA,NA,NA,"3",3,"F"
"199","I",1,"A4196I","40.160060","-120.633136",NA,NA,NA,NA,NA,NA,"3",3,"F"
"200","I",1,"A4197I","40.154658","-120.633089",NA,NA,NA,NA,NA,NA,"3",3,"F"
"201","I",1,"A4198I","40.156009","-120.633101",NA,NA,NA,NA,NA,NA,"3",3,"F"
"202","I",1,"A4199I","40.157359","-120.633113",NA,NA,NA,NA,NA,NA,"3",3,"F"
"203","I",1,"A4200I","40.158710","-120.633125",NA,NA,NA,NA,NA,NA,"3",3,"F"
"204","I",1,"A4201I","40.160060","-120.633136",NA,NA,NA,NA,NA,NA,"3",3,"F"
"205","I",1,"A4202I","40.154667","-120.631328",NA,NA,NA,NA,NA,NA,"3",3,"F"
"206","I",1,"A4203I","40.157368","-120.631352",NA,NA,NA,NA,NA,NA,"3",3,"F"
"207","I",1,"A4204I","40.158719","-120.631363",NA,NA,NA,NA,NA,NA,"3",3,"F"
"208","I",1,"A4205I","40.160069","-120.631375",NA,NA,NA,NA,NA,NA,"3",3,"F"
"209","I",1,"A4206I","40.154667","-120.631328",NA,NA,NA,NA,NA,NA,"3",3,"F"
"210","I",1,"A4207I","40.157368","-120.631352",NA,NA,NA,NA,NA,NA,"3",3,"F"
"211","I",1,"A4208I","40.158719","-120.631363",NA,NA,NA,NA,NA,NA,"3",3,"F"
"212","I",1,"A4209I","40.160069","-120.631375",NA,NA,NA,NA,NA,NA,"3",3,"F"
"213","I",1,"A4210I","40.157377","-120.629591",NA,NA,NA,NA,NA,NA,"3",3,"F"
"214","I",1,"A4211I","40.160078","-120.629614",NA,NA,NA,NA,NA,NA,"3",3,"F"
"215","I",1,"A4212I","40.157377","-120.629591",NA,NA,NA,NA,NA,NA,"3",3,"F"
"216","I",1,"A4213I","40.160078","-120.629614",NA,NA,NA,NA,NA,NA,"3",3,"F"
"217","I",1,"A4214I","40.156098","-120.615490",NA,NA,NA,NA,NA,NA,"3",3,"F"
"218","I",1,"A4215I","40.145295","-120.615399",NA,NA,NA,NA,NA,NA,"3",3,"F"
"219","I",1,"A4216I","40.156098","-120.615490",NA,NA,NA,NA,NA,NA,"3",3,"F"
"220","I",1,"A4217I","40.145295","-120.615399",NA,NA,NA,NA,NA,NA,"3",3,"F"
"221","I",1,"A4218I","40.154756","-120.613717",NA,NA,NA,NA,NA,NA,"3",3,"F"
"222","I",1,"A4219I","40.156106","-120.613729",NA,NA,NA,NA,NA,NA,"3",3,"F"
"223","I",1,"A4220I","40.143953","-120.613626",NA,NA,NA,NA,NA,NA,"3",3,"F"
"224","I",1,"A4221I","40.152055","-120.613695",NA,NA,NA,NA,NA,NA,"3",3,"F"
"225","I",1,"A4222I","40.154756","-120.613717",NA,NA,NA,NA,NA,NA,"3",3,"F"
"226","I",1,"A4223I","40.156106","-120.613729",NA,NA,NA,NA,NA,NA,"3",3,"F"
"227","I",1,"A4224I","40.143953","-120.613626",NA,NA,NA,NA,NA,NA,"3",3,"F"
"228","I",1,"A4225I","40.152055","-120.613695",NA,NA,NA,NA,NA,NA,"3",3,"F"
"229","I",1,"A4226I","40.153414","-120.611945",NA,NA,NA,NA,NA,NA,"3",3,"F"
"230","I",1,"A4227I","40.158816","-120.611990",NA,NA,NA,NA,NA,NA,"3",3,"F"
"231","I",1,"A4228I","40.153414","-120.611945",NA,NA,NA,NA,NA,NA,"3",3,"F"
"232","I",1,"A4229I","40.158816","-120.611990",NA,NA,NA,NA,NA,NA,"3",3,"F"
"233","I",1,"A4230I","40.145321","-120.610116",NA,NA,NA,NA,NA,NA,"3",3,"F"
"234","I",1,"A4231I","40.158825","-120.610229",NA,NA,NA,NA,NA,NA,"3",3,"F"
"235","I",1,"A4232I","40.145321","-120.610116",NA,NA,NA,NA,NA,NA,"3",3,"F"
"236","I",1,"A4233I","40.158825","-120.610229",NA,NA,NA,NA,NA,NA,"3",3,"F"
"237","I",1,"A4234I","40.153432","-120.608423",NA,NA,NA,NA,NA,NA,"3",3,"F"
"238","I",1,"A4235I","40.145329","-120.608355",NA,NA,NA,NA,NA,NA,"3",3,"F"
"239","I",1,"A4236I","40.153432","-120.608423",NA,NA,NA,NA,NA,NA,"3",3,"F"
"240","I",1,"A4237I","40.145329","-120.608355",NA,NA,NA,NA,NA,NA,"3",3,"F"
"241","I",1,"A4238I","40.152090","-120.606651",NA,NA,NA,NA,NA,NA,"3",3,"F"
"242","I",1,"A4239I","40.153440","-120.606662",NA,NA,NA,NA,NA,NA,"3",3,"F"
"243","I",1,"A4240I","40.152090","-120.606651",NA,NA,NA,NA,NA,NA,"3",3,"F"
"244","I",1,"A4241I","40.153440","-120.606662",NA,NA,NA,NA,NA,NA,"3",3,"F"
"245","I",1,"A4242I","40.153449","-120.604901",NA,NA,NA,NA,NA,NA,"3",3,"F"
"246","I",1,"A4243I","40.153449","-120.604901",NA,NA,NA,NA,NA,NA,"3",3,"F"
"247","C",1,"A4012C","40.242726","-120.846968",NA,NA,"3","3","2","1","3",1,"N"
"248","C",1,"A4014C","40.240026","-120.834854",NA,NA,"4","2","1","2","3",1,"N"
"249","C",1,"A4015C","40.243471","-120.832041",NA,NA,"2","3","1","2","3",2,"N"
"250","C",1,"A4022C","40.258524","-120.817895",NA,NA,"2","1","2","2","3",2,"N"
"251","C",1,"A4026C","40.256201","-120.812850",NA,NA,"4","1","1","1","3",1,"N"
"252","C",1,"A4029C","40.249742","-120.810184",NA,NA,"2","3","2","1","3",2,"N"
"253","C",1,"A4030C","40.256029","-120.812215",NA,NA,"E","E","E","E","3",2,"N"
"254","C",1,"A4048C","40.261904","-120.794868",NA,NA,"1","3","2","2","3",2,"N"
"255","C",1,"A4057C","40.275819","-120.785797",NA,NA,"4","3","2","1","3",1,"N"
"256","C",1,"A4151C","40.196486","-120.807585",NA,NA,"D","D","D","D","3",2,"N"
"257","C",1,"A4164C","40.207765","-120.752124",NA,NA,"B","B","B","B","3",2,"N"
"258","C",1,"A4167C","40.219782","-120.726806",NA,NA,"2","2","1","1","3",1,"N"
"259","C",1,"A4172C","40.197592","-120.684670",NA,NA,"2","2","2","2","3",2,"N"
"260","C",1,"A4173C","40.196248","-120.663128",NA,NA,"1","1","2","1","3",1,"N"
"261","C",1,"A4176C","40.179329","-120.672491",NA,NA,"2","2","2","1","3",2,"N"
"262","C",1,"A4177C","40.158056","-120.653569",NA,NA,"2","3","1","2","3",1,"N"
"263","C",1,"A4245C","40.113483","-120.624769",NA,NA,"1","1","1","1","3",2,"N"
"264","C",1,"A4248C","40.116327","-120.617524",NA,NA,"1","1","1","1","1",1,"N"
"265","C",1,"A4249C","40.094900","-120.611887",NA,NA,"2","2","2","2","1",1,"N"
"266","C",2,"A4013C","40.241879","-120.843849",NA,NA,"4","3","2","1","3",1,"N"
"267","C",2,"A4016C","40.246646","-120.827230",NA,NA,"3","3","2","1","3",1,"N"
"268","C",2,"A4017C","40.252457","-120.825295",NA,NA,"4","2","1","2","3",1,"N"
"269","C",2,"A4025C","40.255427","-120.817391",NA,NA,"2","2","2","2","3",2,"N"
"270","C",2,"A4064C","40.236350","-120.782290",NA,NA,"1","1","2","1","3",1,"N"
"271","C",2,"A4065C","40.236350","-120.782290",NA,NA,"1","1","2","1","3",1,"N"
"272","C",2,"A4124C","40.234559","-120.739599",NA,NA,"A","A","A","A","3",2,"N"
"273","C",2,"A4168C","40.195871","-120.724496",NA,NA,"4","1","1","1","3",1,"N"
"274","C",2,"A4171C","40.197764","-120.684737",NA,NA,"2","2","2","1","3",2,"N"
"275","C",2,"A4247C","40.116303","-120.617735",NA,NA,"1","1","1","1","1",1,"N"
"276","C",3,"A4041C","40.250332","-120.807282",NA,NA,"4","2","1","2","3",1,"N"
"277","C",3,"A4060C","40.236202","-120.783404",NA,NA,"1","1","2","1","3",1,"N"
"278","C",3,"A4061C","40.236202","-120.783404",NA,NA,"1","1","2","1","3",1,"N"
